feature_tag,model,n_features,n_train,n_test,test_ann_return,test_sharpe,test_max_dd,full_ann_return,full_sharpe,full_max_dd,train_sharpe
base,rf,5,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
base,gb,5,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
base,ridge,5,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
base_nomom,rf,2,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
base_nomom,gb,2,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
base_nomom,ridge,2,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
amt_only,rf,1,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
amt_only,gb,1,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
amt_only,ridge,1,2219,2051,0.17464843199905933,0.7761704851078444,-0.3132572631119743,0.0650897583566099,0.26279651905756285,-0.46272116350122217,-0.11597429300843369
