trade_date,daily_return,equity
2020-02-07,-0.0204708676956607,0.9795291323043394
2020-02-10,0.005217753042865092,0.9846400734149953
2020-02-11,-0.011214607868136883,0.9735977211003926
2020-02-12,0.011816923926354417,0.9851026513055079
2020-02-13,-0.017253089588862236,0.9681065870083082
2020-02-14,-0.0018085151693759682,0.9663557515601309
2020-02-17,0.03260105971256261,0.9978599731203209
2020-02-18,0.0013905541941795219,0.9992475514911472
2020-02-19,-0.013067392745522433,0.9861899912858106
2020-02-20,0.02591149519646968,1.0117436485078193
2020-02-21,0.016828380636266238,1.0287696557312338
2020-02-24,-0.014313015208673036,1.0140448600025314
2020-02-25,0.006230177599352765,1.0203625395740579
2020-02-26,-0.027639910999731704,0.9921598097927706
2020-02-27,0.0038159037054144584,0.9959457960873221
2020-02-28,-0.0650350589901191,0.931174402487822
2020-03-02,0.035938916555712797,0.9646398016376477
2020-03-03,0.03059109734249235,0.9941491917099875
2020-03-04,-0.008941538108902608,0.9852599688263779
2020-03-05,0.023376897713824923,1.0082922903391585
2020-03-06,-0.02185370267314829,0.9862573704184588
2020-03-09,-0.05540948691550299,0.9316093555569389
2020-03-10,0.034640057427984816,0.9638803571338792
2020-03-11,-0.011785598398458358,0.9525204503405367
2020-03-12,-0.027634028992767845,0.926198472599622
2020-03-13,-0.007100121511886215,0.9196223509000412
2020-03-16,-0.06690770643223862,0.8580925286174961
2020-03-17,-0.011617261728468664,0.8481238431253031
2020-03-18,-0.02924679142499484,0.8233189419828523
2020-03-19,-0.020449064925603944,0.8064828394837654
2020-03-20,0.012836494197851767,0.8168352517734658
2020-03-23,-0.05100815412001186,0.7751699933603462
2020-03-24,0.03721302889595235,0.8040164167225399
2020-03-25,0.040263527432129576,0.8363889537731303
2020-03-26,0.002362893561257434,0.8383652518467076
2020-03-27,0.001309777129265527,0.8394633234795474
2020-03-30,-0.012377623892587092,0.8290727621898965
2020-03-31,-0.005200366740369583,0.8247612797720577
2020-04-01,0.0005503474292095356,0.8252151850220918
2020-04-02,0.02104593358532425,0.8425826089996677
2020-04-03,-0.021557846564494165,0.8244183423969418
2020-04-07,0.027754640984620438,0.8472997775113047
2020-04-08,-0.009329168192515613,0.8393951753774207
2020-04-09,0.00029714191766316844,0.8396445948695096
2020-04-10,-0.011174731604733812,0.8302617918784774
2020-04-13,-0.02407091613157125,0.8102766299189225
2020-04-14,0.04422340261245972,0.8461098195512939
2020-04-15,-0.00011680938591221435,0.8460109859828578
2020-04-16,0.004644770882262089,0.8499405131766249
2020-04-17,0.017253591174488603,0.8646050393136094
2020-04-20,-0.0030108056414538953,0.8620018815836145
2020-04-21,-0.004389065194786906,0.8582184991273151
2020-04-22,0.002337887764884139,0.860224917656022
2020-04-23,-0.006447266354682402,0.8546788184869589
2020-04-24,-0.002656995362394804,0.852407940829902
2020-04-27,0.013412331929701399,0.863840719071826
2020-04-28,0.00989059966840053,0.8723846218014286
2020-04-29,0.017429214533530635,0.8875896005305587
2020-04-30,0.019078731479753003,0.9045236841833024
2020-05-06,-0.0013564704866874666,0.9032967245011979
2020-05-07,-0.008999463572791383,0.8951675385336276
2020-05-08,0.0119968227047072,0.9059067047844247
2020-05-11,-0.010730395174910284,0.8961859678504871
2020-05-12,-0.007253534347250429,0.8896854521511598
2020-05-13,-0.0046153660580802724,0.8855792281129334
2020-05-14,-0.0170159096993088,0.8705102919357802
2020-05-15,0.01650938327996626,0.8848818799945034
2020-05-18,-0.008543958075193897,0.8773214863103316
2020-05-19,0.018648182623587306,0.8936819376066437
2020-05-20,0.015590816473905672,0.9076151686819133
2020-05-21,-0.01928956214822153,0.8901076694789549
2020-05-22,-0.030198964261573702,0.8632273397794074
2020-05-25,0.0016962721881323695,0.8646916083079107
2020-05-26,0.019154109206723557,0.8812540058035778
2020-05-27,0.000620937989159881,0.8818012098938807
2020-05-28,0.005644951460383546,0.8867789349214391
2020-05-29,-0.0035218495765546587,0.8836558329049885
2020-06-01,0.029084091601374484,0.9093561600932861
2020-06-02,0.005798005774198534,0.9146286123603099
2020-06-03,-0.00014015546553294844,0.9145004221613549
2020-06-04,0.0010996154655653068,0.9155060209688295
2020-06-05,0.004350497303547973,0.9194889274444363
2020-06-08,0.00242104026362297,0.9217150471597347
2020-06-09,0.007061572360573726,0.9282238046610829
2020-06-10,0.012056027443142353,0.9394144963234549
2020-06-11,-0.002679595196041773,0.9368972457520145
2020-06-12,-0.007979560118848289,0.9294212178543529
2020-06-15,-0.018879010358516718,0.9118746650550554
2020-06-16,0.016293748666581953,0.9267325216628861
2020-06-17,-0.004146260026256177,0.9228900476532838
2020-06-18,0.0008385274946730858,0.9236639163328013
2020-06-19,0.01901182858551259,0.9412244563807437
2020-06-22,-0.0049350942871838055,0.9365794249431014
2020-06-23,-0.006201554916702934,0.9307711762054627
2020-06-24,0.0235820108248271,0.9527206321581769
2020-06-29,-0.0048538131881924835,0.9480963041891445
2020-06-30,0.012028859184632479,0.9595008211257062
2020-07-01,0.014853051783007701,0.9737523365077247
2020-07-02,0.01811986956907516,0.991396601837827
2020-07-03,0.024028967390498812,1.0152188384544394
2020-07-06,0.08995621860563079,1.1065440862190015
2020-07-07,0.0005177653442417496,1.1071170163987212
2020-07-08,0.012543803136667808,1.1210044743016818
2020-07-09,0.0012624187643300866,1.122419651384938
2020-07-10,-0.04071414768872424,1.0767212919297253
2020-07-13,0.006702118562599502,1.0839376056871137
2020-07-14,-0.02944148012807768,1.0520248782092005
2020-07-15,-0.02787517613793289,1.0226994994276317
2020-07-16,-0.018003979108181894,1.0042868390059887
2020-07-17,0.004335525936243719,1.0086409506439273
2020-07-20,0.030921749824156814,1.0398298937821384
2020-07-21,-0.0037000892281302913,1.0359824303930674
2020-07-22,0.0010499835180703225,1.0370701948699905
2020-07-23,-0.024619101405482624,1.0115384585778826
2020-07-24,-0.041846433833046315,0.9692091814014215
2020-07-27,-0.009675966337653072,0.9598311459880371
2020-07-28,0.004298124840556472,0.963956620079348
2020-07-29,0.021673362176706457,0.9848488010289616
2020-07-30,-0.017781343775355524,0.9673368659311188
2020-07-31,0.0011724765830657402,0.9684710457543594
2020-08-03,0.019957626491808506,0.987799429153656
2020-08-04,0.020565496827733676,1.0081140151803525
2020-08-05,-0.014109017038567115,0.9938905173633545
2020-08-06,0.016423783567535526,1.0102139601103564
2020-08-07,-0.01581958157562195,0.9942327979595585
2020-08-10,0.011442003966010805,1.0056088135769499
2020-08-11,-0.00828882082179013,0.9972735023043975
2020-08-12,0.006851202493357837,1.004106025009945
2020-08-13,-0.005290714984722111,0.9987935862171751
2020-08-14,0.028350879032494374,1.0271102623584496
2020-08-17,0.03413361222174527,1.062169245762768
2020-08-18,-0.010295004468022858,1.0512342086318438
2020-08-19,-0.011890348988389587,1.0387346670226776
2020-08-20,-0.021779004563324784,1.016112059969507
