code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score
600000,6.34,6.41,6.25,6.4,287840.0,224838880.0,0.009463722397476504,0.01587301587301604,-0.07647907647907637,0.017810107223684757,253776891.05,1,2022-03-28,0.010987724801478164
1,12.72,12.97,12.55,12.77,727137.0,1078327296.0,-0.010077519379845024,0.02078337330135893,-0.06583760058522314,0.034150426376647725,1832939388.0,1,2022-03-28,-0.010139400184720143
2230,45.48,46.19,45.2,45.44,90039.0,414583952.0,-0.01388888888888895,-0.053333333333333344,-0.06482815394114028,0.019773561765398247,779701411.2,1,2022-03-28,-0.014703436068795716
