year,n_days,total_return,ann_return,ann_vol,sharpe,max_drawdown,win_ratio
2020,113,-0.4021078638471165,-0.6824229074994331,0.13145400775533486,-5.191343490793935,-0.4030006324634191,0.35398230088495575
2021,230,-0.525412798628882,-0.558068512666346,0.14294761901870942,-3.9040070516550847,-0.5211027231371159,0.3347826086956522
2022,232,-0.5579052433810165,-0.5879439038012413,0.14236515540015912,-4.129830098865499,-0.5674173891007845,0.3146551724137931
2023,233,-0.39482161923614534,-0.41910575588030874,0.13321563985085105,-3.1460702087948667,-0.4035331799464288,0.351931330472103
2024,229,-0.36605481439189147,-0.39442151309624707,0.12959265514203372,-3.0435483605452838,-0.3562623809035673,0.43231441048034935
2025,179,-0.27307819282916423,-0.36173733653086615,0.1008958614075578,-3.585254454289931,-0.276376154119063,0.35195530726256985
