trade_date,daily_ret,avg_prob,n,label_hit_any
2020-08-21,-0.0113544201135442,0.7384487391135967,1,1
2020-08-24,-0.006687234326116734,0.818926614631958,3,1
2020-08-25,0.0025480822523206996,0.708240063808404,3,1
2020-08-26,-0.018228209727719533,0.8795722917747515,3,1
2020-08-27,0.0004562460078474499,0.7103508235494593,2,1
2020-08-28,0.0073669849931787,0.8712683080431282,1,1
2020-08-31,-0.0035662694113398,0.7919977058719583,2,1
2020-09-01,0.004875314523509251,0.6627908905277862,2,1
2020-09-02,-0.0091027161778137,0.7401316957847277,2,1
2020-09-03,-0.021486927021790368,0.8104566818269973,3,1
2020-09-04,-0.0027302136065405665,0.800984128392952,3,1
2020-09-07,-0.011506124458984067,0.8446498282458773,3,1
2020-09-08,0.0067096264526017,0.7282843787612449,2,1
2020-09-09,-0.021011805209384532,0.8437278679683109,3,1
2020-09-10,-0.0076207997645348505,0.8004768474924978,2,1
2020-09-11,-0.008698130638291867,0.7975103868006689,3,1
2020-09-14,0.0096774193548385,0.7475315793784618,1,1
2020-09-15,0.00293373324376485,0.7870682406691657,2,1
2020-09-16,0.0041623764130157,0.6315468627805876,2,1
2020-09-17,-0.0028943560057885,0.6813425219114677,1,1
2020-09-21,-0.0152063721940622,0.652888403811054,1,0
2020-09-22,-0.02096504452599397,0.7746156941043086,3,1
2020-09-23,-0.0042194424953371,0.6714761749018742,2,1
2020-09-24,-0.023679514862268502,0.8808134552146507,3,1
2020-09-25,0.0011809758975579333,0.8183291889641869,3,1
2020-09-28,-0.0019678036214716,0.8043164559246265,3,1
2020-09-29,-0.009971953445406266,0.7835956184973843,3,1
2020-09-30,0.005891179252972968,0.7696377284760848,3,1
2020-10-09,0.0007745933384972,0.7665122898586876,1,1
2020-10-14,-0.0063782584581254,0.5513899067950169,1,0
2020-10-16,-0.0065248226950354,0.7283874390557021,1,1
2020-10-19,-0.008353654687222451,0.7189217909095349,2,1
2020-10-20,-0.0010863216041952497,0.6989268961197694,2,1
2020-10-21,-0.0237210631609032,0.9510333393805585,1,1
2020-10-22,-0.0097976654383816,0.744660250645635,3,1
2020-10-23,0.0033889979234052498,0.6774334698935991,2,1
2020-10-26,-0.0079587762465195,0.7516633212120863,3,1
2020-10-27,-0.00588989299097655,0.7679359791468585,2,1
2020-10-28,-0.0094985881748951,0.8679641381539429,2,1
2020-10-29,0.0025436027496899506,0.7263427896991459,2,1
2020-10-30,-0.0080471679366326,0.872597222101595,2,1
2020-11-02,-0.004556526862033301,0.8166411864996561,2,1
2020-11-03,0.0068399452804379,0.6982638016523388,1,1
2020-11-04,0.0006971892841457,0.6064284995813836,2,1
2020-11-05,-0.0179512638416748,0.7856856219116872,2,1
2020-11-06,-0.0038860103626942,0.8033840963746165,1,1
2020-11-09,0.0130039011703511,0.5531720784959764,1,1
2020-11-10,-0.0090024330900244,0.7159811182520996,1,1
2020-11-11,-0.025790754069462452,0.9251809154694881,2,1
2020-11-12,-0.013353334852436,0.7536662260476711,2,1
2020-11-13,-0.02425756335916113,0.8783899055151524,3,1
2020-11-16,0.0014863398442487002,0.8295579286341279,2,1
2020-11-17,-0.0008879342623119985,0.8001118810865482,2,1
2020-11-18,0.0007453416149068,0.7498413849956228,1,1
2020-11-19,0.000248262164846,0.9674849433831764,1,1
2020-11-20,0.0007446016381236,0.9352959840967346,1,1
2020-11-23,0.0044642857142858,0.8992721003687266,1,1
2020-11-24,-0.0545679012345678,0.9967862139627672,1,1
2020-11-25,-0.011799274872020366,0.7419297393858352,3,1
2020-11-26,-0.007142857142857,0.9821971846404488,1,1
2020-11-27,0.0045297095656808,0.9684573463436094,1,1
2020-11-30,-0.0055925301586136995,0.8604925498043121,3,1
2020-12-01,0.0207336523125996,0.7744199903516384,1,1
2020-12-02,-0.0128460511523327,0.8175726411694679,2,1
2020-12-03,0.0032809339405281,0.7145818285707647,2,1
2020-12-04,-0.013115365195053567,0.845890027915802,3,1
2020-12-07,-0.01710616162536367,0.9056335973189878,3,1
2020-12-08,-0.0037137333216710664,0.9074656933191458,3,1
2020-12-09,-0.0101943716665311,0.9333990949023971,3,1
2020-12-10,-0.002375052494764034,0.9032750006543327,3,1
2020-12-11,-0.004333221412746267,0.8778206991491991,3,1
2020-12-14,0.008910229394981333,0.726889518244687,3,1
2020-12-15,0.0007001641169970332,0.752183873381036,3,1
2020-12-16,-0.00542758349546855,0.749625595174958,2,1
2020-12-17,-0.0016808358125396002,0.7184691134680512,3,1
2020-12-18,-0.005991967741573866,0.7277324120913414,3,1
2020-12-21,-0.0031238582389478,0.7933610112642915,2,1
2020-12-22,-0.025192908991207467,0.9139025451292918,3,1
2020-12-23,0.002407080544865067,0.7769829234304707,3,1
2020-12-24,0.0045532655126048,0.7370506164775934,3,1
2020-12-25,-0.010653514047181734,0.8306719069078451,3,1
2020-12-28,-0.01784528181828335,0.8701219214101531,2,1
2020-12-29,0.0005529330775528502,0.7913355987562037,2,1
2020-12-30,0.00817182293010485,0.7550099633318301,2,1
2021-01-04,-0.021016768634000798,0.7128090652315375,2,1
2021-01-05,-0.013803056027164551,0.7702486183649477,2,1
2021-01-08,-0.0028344671201814,0.7241712151305221,1,1
2021-01-11,-0.01087434557318605,0.7185866863236559,2,1
2021-01-13,-0.0160085378868728,0.6613897509617578,1,0
2021-01-14,-0.03347573624833045,0.9008873479599924,2,1
2021-01-15,-0.0115777525539159,0.8495613987714613,1,1
2021-01-18,-0.0039044556729445,0.8108089907925937,1,1
2021-01-19,-0.0176125244618396,0.6397905092549746,1,1
2021-01-20,-0.00693588992510735,0.7427284875850828,2,1
2021-01-22,-0.01621548137898,0.7921233747579308,2,1
2021-01-25,-0.0043257859896237,0.7689344020117788,3,1
2021-01-26,-0.0153975262112125,0.9328262571553779,3,1
2021-01-27,0.018289642573026236,0.6862940261028219,3,1
2021-01-28,-0.024836707460805532,0.902851080758464,3,1
2021-01-29,0.0,0.9945718594896696,1,1
2021-02-01,0.0247020585048753,0.9536464766127358,1,1
2021-02-02,-0.013157174487552799,0.8547424930260934,2,1
2021-02-03,-0.1011489536315141,0.9999732396646384,1,1
2021-02-04,0.0024448495441220493,0.7980671203542344,2,1
2021-02-05,-0.0362416107382551,0.9977152076414944,1,1
2021-02-08,0.0038644366161128,0.9328238285010942,2,1
2021-02-09,-0.0097604259094942,0.6697693692457549,1,1
2021-02-10,-0.0340501792114695,0.992745465841678,1,1
2021-02-18,0.0004612816025199012,0.7359036086946275,2,1
2021-02-19,-0.0204174228675135,0.9843014408192844,1,1
2021-02-22,-0.04843999493223396,0.9315792297072404,2,1
2021-02-23,-0.022365805168986,0.9985543351330072,1,1
2021-02-24,-0.03615187012576097,0.9493874433122599,3,1
2021-02-25,-0.021320145481408148,0.9973170391417006,2,1
2021-02-26,-0.028708138764946767,0.9859978258641866,3,1
2021-03-01,0.010402200194430868,0.9021458581840118,3,1
2021-03-02,0.0018311627009692001,0.9439048775587008,3,1
2021-03-03,-0.0038712306438467,0.990963762350742,1,1
2021-03-04,-0.0164984375847548,0.8534539866509564,3,1
2021-03-05,-0.01254424874658665,0.9599375603772331,2,1
2021-03-08,-0.027945262916891398,0.904473623393451,3,1
2021-03-09,-0.0126732833129931,0.9985208858099921,2,1
2021-03-10,-0.009534557169284833,0.929928914174995,3,1
2021-03-11,0.029539343367442947,0.979380262191526,2,1
2021-03-12,0.017625063921253,0.8323316029539924,3,1
2021-03-15,-0.0232648412249932,0.986891915749954,2,1
2021-03-16,-0.01155783413267045,0.9682356966382918,2,1
2021-03-17,-0.011818810619962131,0.9031064604918462,3,1
2021-03-18,0.0187725173581636,0.9202731953144191,2,1
2021-03-19,-0.045344848330374075,0.9883713041019343,3,1
2021-03-22,0.041223853930222064,0.7889753695901538,3,1
2021-03-23,-0.012442273041932335,0.9367579650282124,3,1
2021-03-24,-0.0231395609836921,0.9511033409701909,3,1
2021-03-25,0.002257379943381,0.948176172345596,3,1
2021-03-26,0.00997086721837015,0.7253878706504653,2,1
2021-03-29,-4.802938473529953e-05,0.9096564732443314,3,1
2021-03-30,0.01687987741352655,0.754893736177211,2,1
2021-03-31,0.00562080833006035,0.680984085648089,2,1
2021-04-01,-0.0113476466885797,0.7228622195250263,2,1
2021-04-02,-0.0095536605949378,0.816190559053588,3,1
2021-04-06,0.0029346968739104,0.6751311678098387,3,1
2021-04-07,-0.008801631279769568,0.8865115791374195,3,1
2021-04-08,-0.008238134834370133,0.8853023930488292,3,1
2021-04-09,-0.010689493984802801,0.9231597398019943,3,1
2021-04-12,-0.0298177806112633,0.9907778651195207,2,1
2021-04-13,0.0057242097395071995,0.8379956163416223,3,1
2021-04-14,0.005817588470473401,0.8003954799255868,3,1
2021-04-15,-0.022790245857206796,0.9648529668496354,3,1
2021-04-16,0.004901695400630067,0.8284489281938926,3,1
2021-04-19,0.0046511627906977,0.7466237799175031,1,1
2021-04-20,-0.0092592592592593,0.9001809238143869,1,1
2021-04-21,0.0093457943925234,0.6268820511045098,1,1
2021-04-22,-0.0173611111111111,0.826959339008656,1,1
2021-04-23,0.0,0.7779357409372069,1,1
2021-04-26,-0.00875871231119585,0.811127166670471,2,1
2021-04-27,-0.0035885167464113,0.8512224884684048,1,1
2021-04-28,0.005545022987484533,0.7010369722182395,3,1
2021-04-29,0.0086956521739129,0.6158240273466876,1,0
2021-04-30,-0.0280561336808989,0.904300190974148,3,1
2021-05-06,-0.0010355105873987673,0.7271066199169846,3,1
2021-05-07,-0.01724468127331905,0.9042156162457337,2,1
2021-05-10,-0.004748085971525667,0.8240850982221194,3,1
2021-05-11,-0.0013966916354556996,0.8564001167969945,2,1
2021-05-12,0.00478580542458915,0.6387106925373072,2,1
2021-05-13,-0.011874718929038101,0.7309793661883403,3,1
2021-05-14,0.0206631427198462,0.6862628193046756,1,1
2021-05-17,0.0131826741996234,0.6135384975093852,1,1
2021-05-19,-0.0162821355916742,0.754023081077471,3,1
2021-05-20,0.0048899755501223,0.5844867751431992,1,1
2021-05-21,-0.014543123436286567,0.7765336039011709,3,1
2021-05-24,-0.0002335357309668,0.6601822156257426,2,1
2021-05-27,-0.0071343638525565,0.6425838258990438,1,1
2021-05-31,-0.011446697519307599,0.5963613225147271,2,1
2021-06-01,-0.01113103469235795,0.7990251425938992,2,1
2021-06-02,-0.0071320288536451,0.8770246798380771,2,1
2021-06-03,-0.0154749559629979,0.908004734206771,2,1
2021-06-04,0.0024050850369352,0.9322756302100156,1,1
2021-06-07,0.0015980423351881498,0.7975669338412028,2,1
2021-06-08,-0.0118323191345502,0.9350702275900372,1,1
2021-06-09,0.0049606568593909,0.8621119210363195,1,1
2021-06-10,-0.0199379707576428,0.6620034127477631,1,1
2021-06-11,-0.049012162786002095,0.9726754707983449,2,1
2021-06-15,0.0027432386722146,0.7745024195708495,3,1
2021-06-16,-0.004011550051987968,0.8034822415844104,3,1
2021-06-17,-0.0075542965061379,0.9305336599872472,1,1
2021-06-18,-0.0214081826831589,0.9586831656357828,1,1
2021-06-21,-0.0238210986874088,0.9532267869225788,1,1
2021-06-23,0.0081378650071803,0.7333473464649766,1,1
2021-06-24,-0.0028490028490028,0.799872184451041,1,1
2021-06-28,-0.0272556390977444,0.8399423010115818,1,1
2021-06-29,-0.0212560386473429,0.91778378451356,1,1
2021-06-30,0.0138203356367225,0.7850032769858013,1,1
2021-07-01,0.0282375851996106,0.5554941115550667,1,1
2021-07-02,-0.039087666685395296,0.7822532000802911,2,1
2021-07-05,0.0126710593005574,0.9073046664270752,1,1
2021-07-06,0.0360360360360358,0.6285551439585996,1,1
2021-07-07,-0.0111111111111111,0.9438932157580714,1,1
2021-07-08,-0.0309654515667958,0.8056558252857489,2,1
2021-07-09,-0.0123520329387544,0.9865257720935788,1,1
2021-07-12,-0.0057321521625848,0.9854170730112288,1,1
2021-07-13,-0.0020964360587001,0.990071373180455,1,1
2021-07-14,-0.0175585196672184,0.8658650569414276,2,1
2021-07-15,0.0460385438972161,0.7967276715377697,1,1
2021-07-16,-0.014329580348004,0.9696139009979268,1,1
2021-07-19,-0.0067497403946003,0.9484980534133748,1,1
2021-07-20,-0.0319801993833713,0.9943330784183915,2,1
2021-07-21,-0.0080993520518357,0.9837040199998698,1,1
2021-07-22,-0.0038105606967883,0.9928628131499616,1,1
2021-07-23,-0.0153005464480875,0.9965246785634448,1,1
2021-07-26,-0.050849357309612146,0.9168651744434196,2,1
2021-07-27,-0.05479754402156747,0.9669609502007753,3,1
2021-07-28,0.0019253929323255336,0.9044591710100672,3,1
2021-07-29,0.0095754277143445,0.9651506781452858,3,1
2021-07-30,-0.014604545443750934,0.9665367999809426,3,1
2021-08-02,0.019827638399637366,0.8631018907110718,3,1
2021-08-03,-0.006909844990076567,0.8582465519884882,3,1
2021-08-04,-0.002732366180579,0.890399588281678,3,1
2021-08-05,-0.015795078163028,0.8740678597836875,3,1
2021-08-06,0.0019992851265865003,0.9769133986319423,2,1
2021-08-09,0.0352842977871528,0.8638398749523479,2,1
2021-08-10,0.025502765106074902,0.8309097718589378,2,1
2021-08-11,-0.00546114343312515,0.8997227941963923,2,1
2021-08-12,-0.0009547823528856,0.79939032387983,2,1
2021-08-13,-0.01768402154398565,0.8283797706085165,2,1
2021-08-16,-0.007249109732328649,0.9523271447482401,2,1
2021-08-17,-0.016934154560038665,0.8525502161411191,3,1
2021-08-18,0.02778645214728455,0.8987967752865922,2,1
2021-08-19,-0.004061320475617966,0.8664726760312539,3,1
2021-08-20,-0.0319224450248547,0.9964461242657784,2,1
2021-08-23,0.01232926607175375,0.9330133603463309,2,1
2021-08-24,-0.004210220673635251,0.8916684773292256,2,1
2021-08-25,0.0017669885892776498,0.7981514657400732,2,1
2021-08-26,-0.02002081608953995,0.9141389023353685,2,1
2021-08-27,-0.010606543215238849,0.9431239501567021,2,1
2021-08-30,-0.02781395117371327,0.9681043671956293,3,1
2021-08-31,0.00780637834956825,0.9416823451604492,2,1
2021-09-01,-0.0029383487679250997,0.9842861966552872,2,1
2021-09-02,-0.0006615961530412502,0.993793197955926,2,1
2021-09-03,-0.01626606836087895,0.9904443921842037,2,1
2021-09-06,0.037371377252412546,0.7497697141920385,2,1
2021-09-07,0.02403249316293355,0.8798559352367545,2,1
2021-09-08,0.00232845781555255,0.8659709931019672,2,1
2021-09-09,-0.01240052005358105,0.896084116471128,2,1
2021-09-10,0.0927895981087467,0.6632475653611873,1,1
2021-09-13,-0.0126357847708949,0.8795191302435577,2,1
2021-09-14,-0.027937925106620267,0.8963617895518659,3,1
2021-09-15,0.0010444631121503001,0.8048065482677395,3,1
2021-09-16,-0.016444830058091536,0.8991638837870474,3,1
2021-09-17,-0.005791247955811567,0.7632653049868492,3,1
2021-09-22,-0.014301015704104832,0.8583355322793648,3,1
2021-09-23,-0.0094339622641509,0.8407293722173067,2,1
2021-09-24,-0.011237425058429,0.8439423797351795,2,1
2021-09-27,0.0072036673215455,0.806150967671931,2,1
2021-09-28,0.0258231116849581,0.9961618647201594,1,1
2021-09-29,0.0113278791692887,0.982762709097332,1,1
2021-09-30,-0.011562034025666,0.8236601624760566,2,1
2021-10-08,0.044794952681388,0.707995651039835,1,1
2021-10-11,0.0458937198067634,0.6932268838909854,1,1
2021-10-12,-0.0028868360277136,0.9127151576567888,1,1
2021-10-13,0.0133178922987839,0.7776574684244383,1,1
2021-10-14,-0.0211428571428572,0.98540852774183,1,1
2021-10-15,0.0262697022767075,0.9141968187007276,1,1
2021-10-18,-0.014275589464698766,0.7299347515800741,3,1
2021-10-19,0.007473429684353551,0.7679792864287356,2,1
2021-10-20,-0.0164094086927223,0.8460913506392695,2,1
2021-10-21,0.0122407304071142,0.8267473820439967,2,1
2021-10-22,0.0022321428571427,0.958478624386338,1,1
2021-10-25,-0.0033033871879601003,0.6503826507196123,2,1
2021-10-26,-0.003880266075388,0.5859644424489682,1,1
2021-10-27,-0.0307912638739705,0.8412282380593744,1,1
2021-10-28,-0.0112107623318384,0.5744197308262173,1,1
2021-10-29,-0.0124716553287981,0.5567622956665138,1,1
2021-11-01,-0.01786317282366455,0.8918568293540583,2,1
2021-11-02,-0.03580639787966577,0.963041409827429,3,1
2021-11-03,-0.0053645997824332495,0.9411617312313345,2,1
2021-11-04,-0.006430101138192651,0.9366007376955725,2,1
2021-11-05,-0.00586465084733575,0.9060710775976695,2,1
2021-11-08,-0.0098982630543627,0.9170247773307632,2,1
2021-11-09,0.0071707953063884,0.9992427368135568,1,1
2021-11-10,-0.0084444078766935,0.8764231285984753,2,1
2021-11-11,0.0620104438642297,0.9979038119607564,1,1
2021-11-12,-0.0079558498271575,0.8200082953660043,2,1
2021-11-15,0.0098826436071648,0.8176101908019094,1,1
2021-11-16,-0.01243456627473055,0.8334552747875021,2,1
2021-11-17,-0.006815365551425,0.953489426813968,1,1
2021-11-18,-0.015073312441109899,0.8009116617283439,3,1
2021-11-19,0.022264631043257,0.9818860092843262,1,1
2021-11-22,-0.00441046776403305,0.881148951410827,2,1
2021-11-23,-0.0053804564219702995,0.7797189572617915,2,1
2021-11-24,-0.0198572899058065,0.9848834887940745,2,1
2021-11-25,-0.010211249995235351,0.9188852903027521,2,1
2021-11-26,-0.007076938954643667,0.8617196431296833,3,1
2021-11-29,-0.010934453661412399,0.9868079058050278,2,1
2021-11-30,-0.0029352819446049334,0.7668047937019149,3,1
2021-12-01,0.00837608830845765,0.7373034356704473,2,1
2021-12-02,-0.01090036410202495,0.9405631081492214,2,1
2021-12-03,0.0054380238555771,0.7669134342967228,2,1
2021-12-06,0.006739751761445751,0.926361875420209,2,1
2021-12-07,0.0077020486569438495,0.8913777493044477,2,1
2021-12-08,0.01204053310632765,0.5949694676619883,2,1
2021-12-09,0.0115277516549151,0.6079439116296608,2,1
2021-12-10,-0.012235003165345799,0.8027109722380319,2,1
2021-12-13,-0.0064105835536854006,0.7042903523702698,3,1
2021-12-14,-0.026872732614527953,0.8404966481588374,2,1
2021-12-15,-0.00078210985826085,0.8111425076871784,2,1
2021-12-16,0.0008554258878994501,0.8677877657943114,2,1
2021-12-17,-0.0152410318481869,0.8631551250899937,3,1
2021-12-20,-0.0052847327337874,0.9619885904125974,2,1
2021-12-21,-0.00152841169221705,0.9414849380475812,2,1
2021-12-22,-0.0068396870272914995,0.9358115129077402,2,1
2021-12-23,-0.00689845258828185,0.955407116753467,2,1
2021-12-24,0.0019500459629552,0.8340396062566295,2,1
2021-12-27,-0.0059093893630991,0.969736547222614,1,1
2021-12-28,-0.0033025099075297,0.9821555413930918,1,1
2021-12-29,-0.02017628190170395,0.871289127715352,2,1
2021-12-30,0.0047716428084525,0.9858029835323358,1,1
2021-12-31,-0.0230664857530529,0.9991977089852044,1,1
2022-01-04,0.0124999999999999,0.9919341857857282,1,1
2022-01-05,0.0336076817558299,0.9739064835792772,1,1
2022-01-06,-0.016016403613091652,0.8959844315446497,2,1
2022-01-07,-0.01114985539973895,0.9728337913136894,2,1
2022-01-10,0.0032197280751754,0.9185567581671951,2,1
2022-01-11,-0.002490399439831749,0.9386534583715482,2,1
2022-01-12,-0.016968116410545298,0.99156871634726,2,1
2022-01-13,-0.0174334863199758,0.9850972295395088,2,1
2022-01-14,-0.0225801157563487,0.8848703830038579,3,1
2022-01-17,0.003961538750487132,0.8263120698251463,3,1
2022-01-18,0.021145611475192297,0.8823977312070959,2,1
2022-01-19,-0.0048204877518875,0.9323124861726612,2,1
2022-01-20,0.02961193913529165,0.7532583633843463,2,1
2022-01-21,-0.0068240046595117,0.7929507997283192,2,1
2022-01-24,-0.0003766831083939501,0.7700824315622434,2,1
2022-01-25,-0.026530107615861467,0.8772883924688241,3,1
2022-01-26,-0.002739822408591233,0.8494405663528383,3,1
2022-01-27,-0.027131106764516733,0.9584826744178233,3,1
2022-01-28,-0.0227796441490902,0.9577238543132013,3,1
2022-02-07,0.024975567960008233,0.8461146464627295,3,1
2022-02-08,0.0237091007858004,0.9077089072151774,2,1
2022-02-09,0.01404480180303645,0.955142451516896,2,1
2022-02-10,0.01008960373866335,0.8097884856142212,2,1
2022-02-14,-0.0269256376113899,0.8342857755352446,2,1
2022-02-15,-0.01384622814643095,0.897239532632798,2,1
2022-02-16,0.007398339259818401,0.8197286122838037,2,1
2022-02-17,-0.0017548684631639498,0.9054484069600641,2,1
2022-02-18,0.0244072524407252,0.9208565790370248,1,1
2022-02-21,-0.0137039264541627,0.8068527553840454,2,1
2022-02-22,-0.011102569926099249,0.7803137029529472,2,1
2022-02-23,-0.0042224163258824,0.8519027079502226,2,1
2022-02-24,-0.018329799005843136,0.8961304876805407,3,1
2022-02-25,-0.0007867431776465666,0.9096120535452713,3,1
2022-02-28,-0.007576313372217234,0.9317987876932817,3,1
2022-03-01,0.00982549921833015,0.8497595097230659,2,1
2022-03-02,-0.01010318498766085,0.8948959486023995,2,1
2022-03-03,0.0022058823529411,0.9712518890048496,1,1
2022-03-04,-0.0182255528770569,0.8160977026490381,2,1
2022-03-07,-0.04096527916698567,0.9347015313194339,3,1
2022-03-08,-0.0204816799837105,0.977651576442497,3,1
2022-03-09,-0.020788875391201,0.9845969074446422,3,1
2022-03-10,0.0242493291872173,0.9559196946429463,3,1
2022-03-11,0.010160593606408632,0.9770340995906633,3,1
2022-03-14,-0.022034703840232633,0.9790333072130042,3,1
2022-03-15,-0.03821500367292793,0.985983597166598,3,1
2022-03-16,0.0344817422911091,0.8066026775469893,3,1
2022-03-17,0.009880530955016334,0.8355415684813887,3,1
2022-03-18,0.013324535741931367,0.8709594475603429,3,1
2022-03-21,-0.0152277268655688,0.984466006349939,2,1
2022-03-22,0.011111111111111,0.6860401791812963,1,1
2022-03-23,-0.0083810648600345,0.842872017779329,3,1
2022-03-24,0.0023523501009717666,0.8305953091850607,3,1
2022-03-25,-0.012738861063488502,0.9613294468824877,3,1
2022-03-28,-0.004834228623752467,0.9059807161276859,3,1
2022-03-29,-0.005640535328914134,0.9640171682816431,3,1
2022-03-30,0.028773521361358998,0.7530484101378953,3,1
2022-03-31,0.003535545870665,0.8177619121235212,3,1
2022-04-01,-0.0041152263374486,0.8684520307888302,1,1
2022-04-06,-0.0169638973466723,0.786166995392008,1,1
2022-04-07,-0.0121681415929204,0.8694192147830442,1,1
2022-04-08,-0.0040313549832027,0.9489703329613212,1,1
2022-04-11,-0.033041621368464946,0.8399774918921576,2,1
2022-04-12,-0.00702249573391865,0.9105305906949461,2,1
2022-04-13,-0.008867617019427133,0.8696917037808035,3,1
2022-04-14,-0.0009682885499878,0.98470444833056,1,1
2022-04-15,-0.0021807608432276,0.9891285463353676,1,1
2022-04-18,-0.0334297904969372,0.9437051934906465,2,1
2022-04-19,0.00025086352154379994,0.8992858166118878,2,1
2022-04-20,0.0009591518010818999,0.8023141340217026,2,1
2022-04-21,-0.01340462406004145,0.9499145266092173,2,1
2022-04-22,-0.0041611546293682,0.8591969187275881,2,1
2022-04-25,-0.0724743166260221,0.9785143163622164,3,1
2022-04-26,-0.016064791743545134,0.9132572300006391,3,1
2022-04-27,0.0275445277629836,0.9372760156884579,2,1
2022-04-28,-0.00910902362653,0.9495287336160799,2,1
2022-04-29,0.018429401748993046,0.9972352226023177,2,1
2022-05-05,0.0008196721311474,0.9434758151663487,2,1
2022-05-06,-0.02093807981448753,0.9498986968423303,3,1
2022-05-09,-0.018447616824946767,0.9572278868847066,3,1
2022-05-10,0.0058376493599785,0.9537266581649502,3,1
2022-05-11,0.003728989426288867,0.9711819186803917,3,1
2022-05-12,-0.009264799784118235,0.9459101391953477,3,1
2022-05-13,0.0051467355525334005,0.999296344647942,2,1
2022-05-16,-0.013888150278446998,0.8845685224794071,3,1
2022-05-17,0.0188970456530209,0.9960743365150129,2,1
2022-05-18,-0.0005227041153579333,0.9277841875349536,3,1
2022-05-19,-0.009876580900304932,0.9117938534660924,3,1
2022-05-20,0.024206366506450402,0.9540132772045703,2,1
2022-05-23,-0.004131526003146834,0.8865516092933451,3,1
2022-05-24,-0.03266634848277023,0.9680792817218556,3,1
2022-05-25,0.0006033084790731,0.9285969075164345,3,1
