trade_date,n_selected,daily_ret,equity_curve
2020-06-04,4,0.0010996154655653068,1.0010996154655654
2020-06-05,4,0.004350497303547973,1.0054548966432313
2020-06-08,4,0.00242104026362297,1.0078891434312613
2020-06-09,4,0.007061572360573726,1.0150064255490379
2020-06-10,4,0.012056027443142353,1.0272433708704227
2020-06-11,4,-0.002679595196041773,1.0244907744686726
2020-06-12,4,-0.007979560118848289,1.0163157887425944
2020-06-15,4,-0.018879010358516718,0.9971287524393989
2020-06-16,4,0.016293748666581953,1.0133757177198688
2020-06-17,4,-0.004146260026256177,1.0091739984899082
2020-06-18,4,0.0008385274946730858,1.0100202186345513
2020-06-19,4,0.01901182858551259,1.0292225498991332
2020-06-22,4,-0.0049350942871838055,1.0241432395728853
2020-06-23,3,-0.006201554916702934,1.017791959030104
2020-06-24,3,0.0235820108248271,1.041793540025374
2020-06-29,3,-0.0048538131881924835,1.0367368688014251
2020-06-30,3,0.012028859184632479,1.0492076306077542
2020-07-01,3,0.014853051783007701,1.064791565876298
2020-07-02,4,0.01811986956907516,1.084085450168228
2020-07-03,4,0.024028967390498812,1.1101349040988344
2020-07-06,3,0.08995621860563079,1.2099984422136902
2020-07-07,3,0.0005177653442417496,1.2106249374736548
2020-07-08,3,0.012543803136667808,1.2258107783616652
2020-07-09,3,0.0012624187643300866,1.227358264889787
2020-07-10,3,-0.04071414768872424,1.1773874192260878
2020-07-13,3,0.006702118562599502,1.1852784093038542
2020-07-14,3,-0.02944148012807768,1.1503820585700952
2020-07-15,3,-0.02787517613793289,1.118314956061536
2020-07-16,3,-0.018003979108181894,1.0981808369562367
2020-07-17,3,0.004335525936243719,1.1029420284575462
2020-07-20,3,0.030921749824156814,1.1370469259320584
2020-07-21,3,-0.0037000892281302913,1.1328397508495385
2020-07-22,3,0.0010499835180703225,1.1340292139165455
2020-07-23,3,-0.024619101405482624,1.1061104337023544
2020-07-24,3,-0.041846433833046315,1.0598236566263866
2020-07-27,3,-0.009675966337653072,1.0495688386010211
2020-07-28,3,0.004298124840556472,1.0540800164980861
