tag,job_id,model,features,train_days,min_train_days,n_days,total_return,ann_return,ann_vol,sharpe,max_drawdown,win_ratio,n_trade_days,n_total_trades
u1_v1_base_rf_T160_min80,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",160,80,1312.0,0.5474441917220356,0.08747668174248435,0.24002428330840803,0.36444929878234555,-0.46272116350122183,0.4969512195121951,1312.0,3950.0
u1_v1_base_rf_T200_min80,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",200,80,1312.0,0.5474441917220356,0.08747668174248435,0.24002428330840803,0.36444929878234555,-0.46272116350122183,0.4969512195121951,1312.0,3950.0
u1_v1_base_rf_T240_min80,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",240,80,1312.0,0.5474441917220356,0.08747668174248435,0.24002428330840803,0.36444929878234555,-0.46272116350122183,0.4969512195121951,1312.0,3950.0
u1_v1_base_rf_T280_min80,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",280,80,1312.0,0.5474441917220356,0.08747668174248435,0.24002428330840803,0.36444929878234555,-0.46272116350122183,0.4969512195121951,1312.0,3950.0
u1_v1_base_rf_T160_min120,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",160,120,1272.0,0.43419244111993915,0.0740537113419042,0.2357854716238962,0.3140724101102718,-0.4627211635012225,0.4937106918238994,1272.0,3815.0
u1_v1_base_rf_T200_min120,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",200,120,1272.0,0.43419244111993915,0.0740537113419042,0.2357854716238962,0.3140724101102718,-0.4627211635012225,0.4937106918238994,1272.0,3815.0
u1_v1_base_rf_T240_min120,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",240,120,1272.0,0.43419244111993915,0.0740537113419042,0.2357854716238962,0.3140724101102718,-0.4627211635012225,0.4937106918238994,1272.0,3815.0
u1_v1_base_rf_T280_min120,ultrashort_main,rf,"amount,vol_20,ret_1,ret_5,ret_20",280,120,1272.0,0.43419244111993915,0.0740537113419042,0.2357854716238962,0.3140724101102718,-0.4627211635012225,0.4937106918238994,1272.0,3815.0
