code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score,weight
2230,54.09,56.84,53.95,56.25,444489.0,2500362688.0,0.03897303287772447,0.08256351039260967,0.10315748185918805,0.02365320296137497,1395065284.0,0,2021-10-28,0.045854218686290235,0.3333333333333333
600000,7.53,7.55,7.49,7.5,281652.0,252660140.0,-0.003984063745019917,-0.01055408970976257,-0.009247027741083214,0.004930188026706573,299824156.55,1,2021-10-28,-0.0031497678316712886,0.3333333333333333
1,17.72,17.86,17.29,17.64,619011.0,1211946112.0,-0.011210762331838486,-0.01562500000000011,0.13076923076923075,0.02235782739876143,1856985840.8,1,2021-10-28,-0.011186792180292815,0.3333333333333333
