year,n_days,total_return,ann_return,ann_vol,sharpe,max_drawdown,win_ratio
2020,223,0.16522370455811597,0.1886267491009661,0.2965959419518569,0.6359720955719037,-0.2465077201277217,0.5426008968609866
2021,243,0.050334327438533055,0.05224644971419856,0.26305681159097255,0.19861279170869267,-0.22257341786114093,0.48559670781893005
2022,242,-0.23515243455783164,-0.24357837948953842,0.24399225392004548,-0.9983036985523333,-0.3262785230306595,0.45041322314049587
2023,242,-0.04194960438945683,-0.043644679576477885,0.2450534492249079,-0.17810268712191973,-0.27610127442049615,0.44214876033057854
2024,242,0.4156709152587652,0.43615204711155786,0.2405271181782483,1.813317484871549,-0.11007280638743233,0.5371900826446281
2025,200,0.1590605337199016,0.20440821478570403,0.17587694784846591,1.1622228249013746,-0.13074569372974565,0.53
