trade_date,n_selected,daily_ret,equity_curve
2020-06-04,3,0.003917134346243967,1.0039171343462439
2020-06-05,3,0.0052112142060863524,1.0091487615784824
2020-06-08,3,0.0056880782850766325,1.014888878735629
2020-06-09,3,0.0111274137013088,1.0261819671501777
2020-06-10,3,0.02133324839336888,1.0480737619521883
2020-06-11,3,0.008596989723769766,1.0570840413134441
2020-06-12,3,0.0005563837781501491,1.0576721857261724
2020-06-15,3,-0.016849084140111326,1.0398513780762166
2020-06-16,3,0.01951540226251332,1.0601444960126027
2020-06-17,3,-0.00012054528323520348,1.0600167005940606
2020-06-18,3,0.003950897849365827,1.0642047182967296
2020-06-19,3,0.02407926351084222,1.089829984138078
2020-06-22,3,-0.001520037164695472,1.0881734020589886
2020-06-23,3,-0.006201554916702934,1.0814250349472243
2020-06-24,3,0.0235820108248271,1.1069272118275888
2020-06-29,3,-0.0048538131881924835,1.101554393928451
2020-06-30,3,0.012028859184632479,1.1148048366172294
2020-07-01,3,0.014853051783007701,1.1313630905834524
2020-07-02,3,0.02921661130307592,1.1644176862436757
2020-07-03,3,0.031112697261405826,1.2006458612016018
2020-07-06,3,0.08995621860563079,1.308651422759799
2020-07-07,3,0.0005177653442417496,1.3093289971141966
2020-07-08,3,0.012543803136667808,1.3257529622951278
2020-07-09,3,0.0012624187643300866,1.3274266177115952
2020-07-10,3,-0.04071414768872424,1.2733815743521415
2020-07-13,3,0.006702118562599502,1.2819159286388793
2020-07-14,3,-0.02944148012807768,1.2441744262999914
2020-07-15,3,-0.02787517613793289,1.2094928450205675
2020-07-16,3,-0.018003979108181894,1.1877171611073218
2020-07-17,3,0.004335525936243719,1.1928665396642244
2020-07-20,3,0.030921749824156814,1.229752060377329
2020-07-21,3,-0.0037000892281302913,1.225201868025456
2020-07-22,3,0.0010499835180703225,1.2264883097931918
2020-07-23,3,-0.024619101405482624,1.1962932697217543
2020-07-24,3,-0.041846433833046315,1.1462326625654242
2020-07-27,3,-0.009675966337653072,1.1351417539073227
2020-07-28,3,0.004298124840556472,1.1400207348773446
2020-07-29,3,0.021673362176706457,1.1647288171532963
2020-07-30,3,-0.017781343775355524,1.1440183736504304
2020-07-31,3,0.0011724765830657402,1.1453597084041325
2020-08-03,3,0.019957626491808506,1.1682183696632287
2020-08-04,3,0.020565496827733676,1.1922433608386378
2020-08-05,3,-0.014109017038567115,1.1754219789464468
2020-08-06,3,0.016423783567535526,1.1947268551291876
2020-08-07,3,-0.01581958157562195,1.1758267761838852
2020-08-10,3,0.011442003966010805,1.189280590820323
2020-08-11,3,-0.00828882082179013,1.1794228570961807
2020-08-12,3,0.006851202493357837,1.1875033219154412
2020-08-13,3,-0.005290714984722111,1.1812205802957758
2020-08-14,3,0.028350879032494374,1.2147092220784343
2020-08-17,3,0.03413361222174527,1.2561716356270374
2020-08-18,3,-0.010295004468022858,1.2432393430256534
2020-08-19,3,-0.011890348988389587,1.2284567933609822
2020-08-20,3,-0.021779004563324784,1.201702227252526
2020-08-21,3,0.010804260894916965,1.2146857316337651
2020-08-24,3,-0.006687234326116768,1.2065628435137397
2020-08-25,3,0.00254808225232069,1.2096372648816067
2020-08-26,3,-0.018228209727719585,1.1875877431228798
2020-08-27,3,0.002781455499864194,1.1908909655825604
2020-08-28,3,0.02512156161436141,1.220808006350429
2020-08-31,3,-0.0036725142358944676,1.216324571567813
2020-09-01,3,0.004810272084835643,1.2221754237005251
2020-09-02,3,-0.0014100923587081482,1.220452043474564
2020-09-03,3,-0.02148692702179041,1.1942282794828312
2020-09-04,3,-0.002730213606540577,1.1909677811848716
2020-09-07,3,-0.011506124458984099,1.1772643576679183
2020-09-08,3,0.01735426200941063,1.1976949117852278
2020-09-09,3,-0.021011805209384542,1.1725291795985255
2020-09-10,3,-0.00173432983015324,1.1704956272656228
2020-09-11,3,-0.00869813063829187,1.160314503388117
2020-09-14,3,0.009972083909964588,1.1718852569778522
2020-09-15,3,0.00028078028646301895,1.1722142992560083
2020-09-16,3,0.0027749176086771707,1.175467097356157
2020-09-17,3,0.0010603982149586615,1.176713560567936
2020-09-18,3,0.022297351260679592,1.2029511561611244
2020-09-21,3,-0.006948436243075025,1.1945925267490054
2020-09-22,3,-0.020965044525994014,1.1695478412352929
2020-09-23,3,-0.001310332061754978,1.168015345201166
2020-09-24,3,-0.023679514862268564,1.140357308475117
2020-09-25,3,0.0011809758975579454,1.1417040429710303
2020-09-28,3,-0.001967803621471642,1.1394573936206231
2020-09-29,3,-0.009971953445406282,1.1280947775384143
2020-09-30,3,0.005891179252972963,1.1347405860872357
2020-10-09,3,0.0141734922317062,1.150823822969145
2020-10-12,3,0.031589502500715204,1.1871777750027113
2020-10-13,3,0.006894284109404292,1.1953625158719505
2020-10-14,3,-0.00328932032509599,1.191430585652635
2020-10-15,3,0.011386541680483697,1.2049968596755718
2020-10-16,3,0.014752749466845275,1.222773876454701
2020-10-19,3,0.002966386542750129,1.2264010964266425
2020-10-20,3,0.0005898460439836736,1.227124484261707
2020-10-21,3,0.005400134269227734,1.233751121241777
2020-10-22,3,-0.009797665438381639,1.221663240521622
2020-10-23,3,0.014677632602531595,1.2395943647300163
2020-10-26,3,-0.007958776246519528,1.2297287105446835
2020-10-27,3,0.0033740771030376835,1.2338779100298805
2020-10-28,3,0.011904118505700612,1.2485661388924425
2020-10-29,3,0.0027652538830375737,1.252018741256244
2020-10-30,3,-0.006075510678437479,1.2444120880241378
2020-11-02,3,0.01601502197801763,1.264341374963555
2020-11-03,3,0.00960521595580858,1.276485646911944
2020-11-04,3,0.008108104958007956,1.286835526514497
2020-11-05,3,-0.0076571644001969625,1.2769820153319615
2020-11-06,3,0.0045580041473640325,1.282802504653954
2020-11-09,3,0.011146158981986268,1.2971008253133172
2020-11-10,3,0.004110939168373499,1.3024331279014274
2020-11-11,3,-0.012761211932833158,1.2858125027279343
2020-11-12,3,0.024938724311573957,1.3178790262498412
2020-11-13,3,-0.024257563359161183,1.285910492270876
2020-11-16,3,0.005034019914135286,1.292383791296763
2020-11-17,3,0.0029588649525110386,1.2962077804020242
2020-11-18,3,0.021201887107893613,1.3236898314304812
2020-11-19,3,0.009825658471392643,1.3366959556361726
2020-11-20,3,-0.0025423281938545816,1.3332976358215474
2020-11-23,3,0.026667207547617904,1.368852960598749
2020-11-24,3,-0.025275422265029768,1.3342546240008795
2020-11-25,3,-0.011799274872020407,1.318511386943029
2020-11-26,3,0.013549545188681086,1.3363766165622042
2020-11-27,3,0.014497940573176363,1.3557513253325055
2020-11-30,3,-0.005592530158613718,1.348169245158003
2020-12-01,3,0.022674952111549535,1.3787389182302245
2020-12-02,3,-0.010557654516228143,1.3641826690634717
2020-12-03,3,0.0017861661488799419,1.3666193259678419
2020-12-04,3,-0.01311536519505363,1.3486956144251556
2020-12-07,3,-0.017106161625363714,1.3256246092613797
2020-12-08,3,-0.003713733321671094,1.3207015929779384
2020-12-09,3,-0.010194371666531143,1.3072378700785416
2020-12-10,3,-0.002375052494764033,1.3041331115139616
2020-12-11,3,-0.00433322141274628,1.298482013990078
2020-12-14,3,0.008910229394981354,1.310051786599987
2020-12-15,3,0.0007001641169970263,1.3109690378523722
2020-12-16,3,0.0018427760515646134,1.3133848601996694
2020-12-17,3,-0.0016808358125396012,1.3111772758909983
2020-12-18,3,-0.005991967741573882,1.3033207439503747
2020-12-21,3,0.008903564382684212,1.3149249441054247
2020-12-22,3,-0.02519290899120752,1.2817981596583081
2020-12-23,3,0.0024070805448650847,1.2848835510708654
2020-12-24,3,0.004553265512604783,1.2907339670316695
2020-12-25,3,-0.01065351404718177,1.276983114582723
2020-12-28,3,0.0052134116141735465,1.283640553183392
2020-12-29,3,0.006798198101531076,1.2923669959550916
2020-12-30,3,0.006039248008991656,1.3001719207623
2020-12-31,3,0.038200289446623716,1.3498388644657926
2021-01-04,3,-0.010369096480278358,1.3358422550473175
