trade_date,daily_return,equity,n_selected,year
2020-08-03,0.019957626491808506,1.0199576264918084,3,2020
2020-08-04,0.020565496827733676,1.0409335618238484,3,2020
2020-08-05,-0.014109017038567115,1.0262470124640595,3,2020
2020-08-06,0.016423783567535526,1.043101871283599,3,2020
2020-08-07,-0.01581958157562195,1.0266004361391443,3,2020
2020-08-10,0.011442003966010805,1.0383468024009568,3,2020
2020-08-11,-0.00828882082179013,1.0297401318049766,3,2020
2020-08-12,0.006851202493357837,1.0367950899635094,3,2020
2020-08-13,-0.005290714984722111,1.0313097026449531,3,2020
2020-08-14,0.028350879032494374,1.0605482392696781,3,2020
2020-08-17,0.03413361222174527,1.096748581611364,3,2020
2020-08-18,-0.010295004468022858,1.0854575500633772,3,2020
2020-08-19,-0.011890348988389587,1.0725510809810412,3,2020
2020-08-20,-0.021779004563324784,1.0491919860939563,3,2020
2020-08-21,0.010804260894916965,1.0605277300405715,3,2020
2020-08-24,-0.006687234326116768,1.0534357326004455,3,2020
2020-08-25,0.00254808225232069,1.0561199734946451,3,2020
2020-08-26,-0.018228209727719585,1.0368687971201511,3,2020
2020-08-27,0.002781455499864194,1.0397528015385384,3,2020
2020-08-28,0.02512156161436141,1.0658730156060938,3,2020
2020-08-31,-0.0036725142358944676,1.0619585817826247,3,2020
2020-09-01,0.004810272084835643,1.0670668915038253,3,2020
2020-09-02,-0.0014100923587081482,1.0655622286338853,3,2020
2020-09-03,-0.02148692702179041,1.0426665707900526,3,2020
2020-09-04,-0.002730213606540577,1.0398198683313966,3,2020
2020-09-07,-0.011506124458984099,1.027855571511451,3,2020
2020-09-08,0.01735426200941063,1.0456932464072932,3,2020
2020-09-09,-0.021011805209384542,1.0237213436050143,3,2020
2020-09-10,-0.00173432983015324,1.0219458731410356,3,2020
2020-09-11,-0.00869813063829187,1.0130568544311915,3,2020
2020-09-14,0.009972083909964588,1.0231591423891442,3,2020
2020-09-15,0.00028078028646301895,1.0234464253062414,3,2020
2020-09-16,0.0027749176086771707,1.0262864048133613,3,2020
2020-09-17,0.0010603982149586615,1.0273746770850618,3,2020
