code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score,rank
2230,54.11,55.83,54.1,55.6,855946.0,4735820622.79,0.0292484265087005,0.0580399619410085,-0.0101477657112337,0.0308209752757714,3795988275.551,1,2025-10-31,0.0313996643002709,1
1,11.38,11.4,11.3,11.32,970193.0,1099179193.25,-0.0052724077328647,-0.0207612456747404,0.0143369175627239,0.0069464375306306,1219564795.3615005,1,2025-10-31,-0.0063540995987521,2
600000,11.72,11.74,11.49,11.49,1435342.0,1657883721.0,-0.0128865979381443,-0.1147919876733436,-0.0756234915526951,0.0233900593497169,1536805787.3,1,2025-10-31,-0.0126343480026108,3
