trade_date,n_selected,daily_ret,equity_curve,equity_baseline,position,daily_ret_with_risk,equity_with_risk
2020-06-04,3,0.0039171343462439,1.003917134346244,1.0039171343462439,1.0,0.0039171343462439,1.0039171343462439
2020-06-05,3,0.0052112142060863,1.0091487615784824,1.0091487615784824,1.0,0.0052112142060863,1.0091487615784824
2020-06-08,3,0.0056880782850766,1.014888878735629,1.014888878735629,1.0,0.0056880782850766,1.014888878735629
2020-06-09,3,0.0111274137013088,1.0261819671501775,1.0261819671501777,1.0,0.0111274137013088,1.0261819671501777
2020-06-10,3,0.0213332483933688,1.0480737619521885,1.0480737619521883,1.0,0.0213332483933688,1.0480737619521883
2020-06-11,3,0.0085969897237697,1.057084041313444,1.057084041313444,1.0,0.0085969897237697,1.057084041313444
2020-06-12,3,0.0005563837781501,1.0576721857261724,1.0576721857261722,1.0,0.0005563837781501,1.0576721857261722
2020-06-15,3,-0.0168490841401113,1.0398513780762166,1.0398513780762164,1.0,-0.0168490841401113,1.0398513780762164
2020-06-16,3,0.0195154022625133,1.0601444960126027,1.0601444960126025,1.0,0.0195154022625133,1.0601444960126025
2020-06-17,3,-0.0001205452832352,1.0600167005940606,1.0600167005940604,1.0,-0.0001205452832352,1.0600167005940604
2020-06-18,3,0.0039508978493658,1.0642047182967296,1.0642047182967294,1.0,0.0039508978493658,1.0642047182967294
2020-06-19,3,0.0240792635108422,1.089829984138078,1.0898299841380779,1.0,0.0240792635108422,1.0898299841380779
2020-06-22,3,-0.0015200371646954,1.0881734020589886,1.0881734020589886,1.0,-0.0015200371646954,1.0881734020589886
2020-06-23,3,-0.0062015549167029,1.0814250349472243,1.0814250349472243,1.0,-0.0062015549167029,1.0814250349472243
2020-06-24,3,0.0235820108248271,1.1069272118275888,1.1069272118275888,1.0,0.0235820108248271,1.1069272118275888
2020-06-29,3,-0.0048538131881924,1.101554393928451,1.101554393928451,1.0,-0.0048538131881924,1.101554393928451
2020-06-30,3,0.0120288591846324,1.1148048366172294,1.1148048366172294,1.0,0.0120288591846324,1.1148048366172294
2020-07-01,3,0.0148530517830077,1.1313630905834524,1.1313630905834524,1.0,0.0148530517830077,1.1313630905834524
2020-07-02,3,0.0292166113030759,1.1644176862436757,1.1644176862436757,1.0,0.0292166113030759,1.1644176862436757
2020-07-03,3,0.0311126972614058,1.2006458612016018,1.2006458612016018,1.0,0.0311126972614058,1.2006458612016018
2020-07-06,3,0.0899562186056307,1.308651422759799,1.3086514227597987,1.0,0.0899562186056307,1.3086514227597987
2020-07-07,3,0.0005177653442417,1.3093289971141966,1.3093289971141964,1.0,0.0005177653442417,1.3093289971141964
2020-07-08,3,0.0125438031366678,1.3257529622951278,1.3257529622951276,1.0,0.0125438031366678,1.3257529622951276
2020-07-09,3,0.00126241876433,1.3274266177115952,1.327426617711595,1.0,0.00126241876433,1.327426617711595
2020-07-10,3,-0.0407141476887242,1.2733815743521415,1.2733815743521415,1.0,-0.0407141476887242,1.2733815743521415
2020-07-13,3,0.0067021185625995,1.2819159286388793,1.2819159286388793,1.0,0.0067021185625995,1.2819159286388793
2020-07-14,3,-0.0294414801280776,1.2441744262999914,1.2441744262999916,1.0,-0.0294414801280776,1.2441744262999916
2020-07-15,3,-0.0278751761379328,1.2094928450205675,1.209492845020568,1.0,-0.0278751761379328,1.209492845020568
2020-07-16,3,-0.0180039791081818,1.1877171611073218,1.1877171611073223,1.0,-0.0180039791081818,1.1877171611073223
2020-07-17,3,0.0043355259362437,1.1928665396642244,1.1928665396642248,1.0,0.0043355259362437,1.1928665396642248
2020-07-20,3,0.0309217498241568,1.229752060377329,1.2297520603773295,1.0,0.0309217498241568,1.2297520603773295
2020-07-21,3,-0.0037000892281302,1.225201868025456,1.2252018680254564,1.0,-0.0037000892281302,1.2252018680254564
2020-07-22,3,0.0010499835180703,1.2264883097931918,1.2264883097931922,1.0,0.0010499835180703,1.2264883097931922
2020-07-23,3,-0.0246191014054826,1.1962932697217543,1.1962932697217545,1.0,-0.0246191014054826,1.1962932697217545
