year,n_days,total_return,ann_return,ann_vol,sharpe,win_ratio,max_drawdown,avg_positions
2020,113.0,-0.5264454768513362,-0.8086660614845117,0.19861088990258863,-4.071609879403556,0.34513274336283184,-0.5246324300176819,2.15929203539823
2021,230.0,-0.7531113549773979,-0.7813874317772598,0.3105361832319265,-2.516252449698186,0.32608695652173914,-0.7419303514696424,1.9391304347826086
2022,232.0,-0.7073059669420343,-0.7339183377953559,0.2558216968109909,-2.868866663555898,0.3146551724137931,-0.7300529677466687,1.978448275862069
2023,233.0,-0.6262950475064561,-0.652191676197422,0.27681523842309663,-2.356054095550128,0.351931330472103,-0.6345950021045883,2.072961373390558
2024,229.0,-0.5160842814204796,-0.547246152440418,0.2378156806109491,-2.3011356990192624,0.4279475982532751,-0.5034963925869053,2.109170305676856
2025,179.0,-0.5117785817225378,-0.6326269433958144,0.22046889973691822,-2.8694611537079258,0.35195530726256985,-0.5384181211886309,1.899441340782123
