code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score
1,10.41,10.93,10.37,10.7,1445254.0,1816868032.98,0.02785782901056666,0.004694835680751019,-0.012003693444136765,0.016364468963482974,1256205787.0165,1,2023-04-28,0.040431871886485636
2230,55.06,60.6,54.7,60.3,1064697.0,6231632534.46,0.09516890664729383,0.04433668167648075,0.031298101590559124,0.059374856200074634,5953624383.1414995,1,2023-04-28,0.040431871886485636
600000,6.42,6.6,6.42,6.55,388413.0,294352873.0,0.018662519440124425,0.001529051987767538,0.0667752442996743,0.01168425976326046,267809224.95,1,2023-04-28,0.01985454268185323
