code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score
600000,10.25,10.46,10.24,10.42,521127.0,562869896.0,0.00871248789932233,0.011650485436893065,0.03992015968063867,0.026722296413298714,676442041.7,0,2025-04-29,0.009057758290863492
2230,45.75,46.0,45.38,45.89,187031.0,858987436.86,0.0030601092896174187,0.017968056787932563,-0.033284179481777976,0.024720049243439034,1237670068.9375,1,2025-04-29,0.002799722034219797
1,10.4,10.42,10.35,10.38,649045.0,712792543.41,-0.0019230769230769162,-0.005747126436781436,-0.026266416510318913,0.01507798064978504,978766410.876,1,2025-04-29,-0.002544170900770641
