trade_date,code,rank,u1_score,ret_1
2020-11-03,2,3,0.0008339296632622,
2020-11-04,0,1,0.019542956506235,
2020-11-04,1,2,0.0051915961318135,0.02292993630573248
2020-11-04,2,3,-0.0038632874412655,
2020-11-05,0,1,0.0156209533119771,
2020-11-05,1,2,0.0028524827281132,-0.038605230386052236
2020-11-05,2,3,-0.039461731989351,
2020-11-06,0,1,0.0164241297268714,
2020-11-06,1,2,0.0042576880948674,-0.0038860103626942033
2020-11-06,2,3,-0.0040742812663026,
2020-11-09,0,1,0.0178398615548008,
2020-11-09,1,2,0.0158319986265606,0.013003901170351106
2020-11-09,2,3,0.005201191280827,
2020-11-10,0,1,0.0182271413943984,
2020-11-10,1,2,0.0043852512530064,0.01732991014120655
2020-11-10,2,3,-0.0088617860637928,
2020-11-11,0,1,0.0158545148190405,
2020-11-11,1,2,-0.016910131204529,-0.018927444794952564
2020-11-11,2,3,-0.039645313807641,
2020-11-12,0,1,0.045970939738366,
2020-11-12,1,2,-0.0093909256423439,-0.009646302250803873
2020-11-12,2,3,-0.0161647914228712,
2020-11-13,0,1,-0.0094480499549557,
2020-11-13,1,2,-0.0395543239446501,-0.03116883116883118
2020-11-13,2,3,-0.0395543239446501,
2020-11-16,0,1,0.0150416047920965,
2020-11-16,1,2,0.0143242654262245,0.012734584450402098
2020-11-16,2,3,-0.0093724481540505,
2020-11-17,0,1,0.0446766425268547,
2020-11-17,1,2,0.0116118270133955,0.030443414956982107
2020-11-17,2,3,-0.0395182269761992,
2020-11-18,0,1,0.0467663599678503,
2020-11-18,1,2,0.019246191857406,0.040462427745664664
2020-11-18,2,3,0.0010141661449115,
2020-11-19,0,1,0.0196633427513982,
2020-11-19,1,2,0.0052306352413914,0.024074074074074137
2020-11-19,2,3,-8.739987587346918e-05,
2020-11-20,0,1,0.0009080910180239,
2020-11-20,1,2,0.0004939108187137,0.0006027727546715766
2020-11-20,2,3,-0.0091220644549951,
2020-11-23,0,1,0.0469857305176026,
2020-11-23,1,2,0.0403327778158063,0.04578313253012034
2020-11-23,2,3,0.0045739608510295,
2020-11-24,0,1,-0.0068967761229461,
2020-11-24,1,2,-0.0157902781819281,-0.01497695852534553
2020-11-24,2,3,-0.0391981717687544,
2020-11-25,0,1,-0.0050242389566362,
2020-11-25,1,2,-0.0141791023320125,-0.01754385964912286
2020-11-25,2,3,-0.0163867318212994,
2020-11-26,0,1,0.0224459240470285,
2020-11-26,1,2,0.0197903695167814,0.026190476190476097
2020-11-26,2,3,-0.0077345065818349,
2020-11-27,0,1,0.0248771191670924,
2020-11-27,1,2,0.0134594140440106,0.011600928074246175
2020-11-27,2,3,0.0045972086591362,
2020-11-30,0,1,0.0027703520098501,
2020-11-30,1,2,-0.0028416519733125,0.002293577981651307
2020-11-30,2,3,-0.0164905619977755,
2020-12-01,0,1,0.0346700192031876,
2020-12-01,1,2,0.0200537360761161,0.017734553775743622
2020-12-01,2,3,0.0198993732898939,
2020-12-02,0,1,-0.002904273521463,
2020-12-02,1,2,-0.0063855385174213,-0.023608768971332128
2020-12-02,2,3,-0.0279725040326378,
2020-12-03,0,1,0.0134190438269045,
2020-12-03,1,2,-0.0019551659089696,-0.005181347150259086
2020-12-03,2,3,-0.0050033996562922,
2020-12-04,0,1,-0.0091205976556307,
2020-12-04,1,2,-0.0153094624911975,-0.01388888888888895
2020-12-04,2,3,-0.0163554403764416,
2020-12-07,0,1,-0.0067445342293314,
2020-12-07,1,2,-0.0238245418690685,-0.022887323943661997
2020-12-07,2,3,-0.0271335112919744,
2020-12-08,0,1,0.0027150299053964,
2020-12-08,1,2,-0.0018781913502313,-0.012012012012011963
2020-12-08,2,3,-0.0128200188154819,
2020-12-09,0,1,5.094003503679016e-05,
2020-12-09,1,2,-0.0092181771623768,0.0
2020-12-09,2,3,-0.0246831268418057,
2020-12-10,0,1,0.0080944175530023,
2020-12-10,1,2,-0.0034680033733722,-0.0036474164133737386
2020-12-10,2,3,-0.0114900863673462,
2020-12-11,0,1,0.0112043152344753,
2020-12-11,1,2,-0.0082289985113065,-0.007931665649786424
