code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u1_score
600000,10.94,11.28,10.92,11.22,775985.0,899909970.0,0.02372262773722622,0.08615682478218778,0.2142857142857144,0.01804538675982294,720568783.6,1,2025-05-08,0.035766413869486244
2230,47.4,48.35,47.31,48.16,249412.0,1200677559.37,0.0117647058823529,0.05267759562841512,0.11249711249711236,0.00973431677057808,1279470750.414,0,2025-05-08,0.013585767799374268
1,10.4,10.48,10.39,10.48,1056614.0,1167913497.88,0.004793863854266611,0.007692307692307665,0.03762376237623766,0.006364577924263132,928043020.7794998,0,2025-05-08,0.005490310918287015
