trading_date,n_candidates,n_trades,daily_return,equity,year
2024-04-03,3,3,-0.013194707181683326,0.9868052928183166,2024
2024-04-08,3,3,-0.0031949754531042096,0.9836524741307688,2024
2024-04-09,3,3,-0.0010056062811297044,0.9826633070243342,2024
2024-04-10,3,3,-0.012958204297190745,0.9699297551365599,2024
2024-04-11,3,3,0.0010440714940543512,0.970942431145133,2024
2024-04-12,3,3,-0.015877943854146353,0.9555258617378023,2024
2024-04-15,3,3,0.016272610026543417,0.9710747614561384,2024
2024-04-16,3,3,-0.0038738816194495707,0.967312932786622,2024
2024-04-17,3,3,0.028098727711949916,0.994493195497241,2024
2024-04-18,3,3,0.0017098114640309674,0.996193591363803,2024
2024-04-19,3,3,-0.01686571102913507,0.979392078122785,2024
2024-04-22,3,3,-0.01186067283801647,0.9677758291040255,2024
2024-04-23,3,3,-0.013436164847707857,0.9547726335285567,2024
2024-04-24,3,3,0.012208680788831971,0.9664291478372192,2024
2024-04-25,3,3,0.002093207913427042,0.9684520849772387,2024
2024-04-26,3,3,0.010805448012588573,0.9789166436341432,2024
2024-04-29,3,3,0.016501384726913242,0.9950701237863289,2024
2024-04-30,3,3,0.010287759090120066,1.0053071654976184,2024
2024-05-06,3,3,0.013902359012609056,1.0192833066303146,2024
2024-05-07,3,3,-0.0012470211045992146,1.018012238835381,2024
2024-05-08,3,3,-0.01555619967890065,1.0021758371724931,2024
2024-05-09,3,3,0.003582583225080871,1.0057662155153286,2024
2024-05-10,3,3,0.0062263644164399405,1.0120284824908707,2024
2024-05-13,3,3,0.004669652909038498,1.016754304238164,2024
2024-05-14,3,3,-0.010141752373998761,1.006442633859383,2024
2024-05-15,3,3,-0.006463086155189164,0.9999379084064943,2024
2024-05-16,3,3,0.017031853659059498,1.0169687045306197,2024
2024-05-17,3,3,0.017809070964134383,1.0350799723579092,2024
2024-05-20,3,3,0.009004875614238609,1.0444007387597818,2024
2024-05-21,3,3,0.008549376616806326,1.0533297140143099,2024
2024-05-22,3,3,0.008806325337157084,1.0626056781632145,2024
2024-05-23,3,3,-0.015072949999902127,1.0465890759066483,2024
2024-05-24,3,3,-0.013146491656473228,1.0328301013524857,2024
2024-05-27,3,3,0.014045611759619492,1.0473368319697312,2024
2024-05-28,3,3,-0.011788047322727424,1.0349907758316366,2024
2024-05-29,3,3,-0.006469463823121413,1.0282949404501294,2024
2024-05-30,3,3,-0.0022526448073412566,1.0259785571921092,2024
2024-05-31,3,3,-0.0012010111786008304,1.0247463454759167,2024
2024-06-03,3,3,-0.006848182391109514,1.0177286955974747,2024
2024-06-04,3,3,0.0025471160580861074,1.0203209687008061,2024
2024-06-05,3,3,-0.005093561311819224,1.0151239012889937,2024
2024-06-06,3,3,-0.0036156123045945434,1.011453606820805,2024
2024-06-07,3,3,0.002121765360250364,1.0135996740472577,2024
2024-06-11,3,3,-0.008857119979788886,1.0046221001227462,2024
2024-06-12,3,3,0.007533294953836515,1.0121902147201136,2024
2024-06-13,3,3,-0.0007877498859914326,1.0113928619938661,2024
2024-06-14,3,3,0.00654551624700872,1.0180129504041557,2024
2024-06-17,3,3,-0.008512498409282662,1.009347116783211,2024
2024-06-18,3,3,0.004292254435335689,1.013679491422017,2024
2024-06-19,3,3,0.004111858415855596,1.017847597969801,2024
2024-06-20,3,3,-0.01178449190246141,1.005852781193586,2024
2024-06-21,3,3,0.0018636178717549672,1.0077273064129728,2024
2024-06-24,3,3,-0.011420865420471679,0.9962181884658958,2024
2024-06-25,3,3,0.006135402565879744,1.0023303880955856,2024
2024-06-26,3,3,0.026670710924064183,1.029063252126888,2024
2024-06-27,3,3,-0.009869107318679701,1.0189073164539382,2024
2024-06-28,3,3,-0.0003122709156045585,1.0185891413333128,2024
2024-07-01,3,3,0.013593507578469888,1.0324353405453743,2024
2024-07-02,3,3,0.007708063696531727,1.0403934179128485,2024
2024-07-03,3,3,-0.009158874438054965,1.0308645852320057,2024
2024-07-04,3,3,-0.010606893833100206,1.019930314020147,2024
2024-07-05,3,3,-0.015577747329285074,1.0040420972948627,2024
2024-07-08,3,3,-0.017793955864971567,0.9861762165290244,2024
2024-07-09,3,3,0.016815429384043828,1.0027591930582918,2024
2024-07-10,3,3,0.00343536870796061,1.006204040611744,2024
2024-07-11,3,3,-0.0007732939919589862,1.0054259490724542,2024
2024-07-12,3,3,0.011600327613953096,1.0170892194732644,2024
2024-07-15,3,3,-0.002233566123031161,1.0148174834485486,2024
2024-07-16,3,3,0.0058414721804015786,1.0207455115462984,2024
2024-07-17,3,3,0.010132671952378658,1.03108839096166,2024
2024-07-18,3,3,0.0003793637453278394,1.0314795485154191,2024
2024-07-19,3,3,0.0022809288753231627,1.0338322800019333,2024
2024-07-22,3,3,-0.008015275990935544,1.0255458289493797,2024
2024-07-23,3,3,-0.010303039606836947,1.0149795896550877,2024
2024-07-24,3,3,-0.005493433614981373,1.0094038666587566,2024
2024-07-25,3,3,-0.0019663861785007195,1.0074189888468337,2024
2024-07-26,3,3,-0.007883768433619265,0.9994767308231344,2024
2024-07-29,3,3,0.010886986336408092,1.0103580203351636,2024
2024-07-30,3,3,-0.005527511027062948,1.0047732552364796,2024
2024-07-31,3,3,0.01554925698607453,1.0203967327948862,2024
2024-08-01,3,3,0.003222099305100534,1.0236845523985516,2024
2024-08-02,3,3,-0.011999944658070416,1.0114003944224474,2024
2024-08-05,3,3,-0.01528767243694821,0.9959384364899169,2024
2024-08-06,3,3,-0.02324954237814214,0.972783323604724,2024
2024-08-07,3,3,0.003347098681039625,0.9760393253840987,2024
2024-08-08,3,3,0.0004783389731377226,0.9765062030327449,2024
2024-08-09,3,3,0.007624925131107278,0.9839519897209316,2024
2024-08-12,3,3,-0.010114485853641312,0.973999821240237,2024
2024-08-13,3,3,0.00024950849330152014,0.9742428424681104,2024
2024-08-14,3,3,-0.004305951344066343,0.9700478001911379,2024
2024-08-15,3,3,0.011079046309947863,0.9807950046923186,2024
2024-08-16,3,3,0.005908205312495918,0.9865897429495112,2024
2024-08-19,3,3,0.012940060257991806,0.9993562736731946,2024
2024-08-20,3,3,-0.007241627750413371,0.9921193075492131,2024
2024-08-21,3,3,0.0021151206262047806,0.9942177595602665,2024
2024-08-22,3,3,-0.006045371906326776,0.9882073434478497,2024
2024-08-23,3,3,0.0113481224809218,0.9994216414178422,2024
2024-08-26,3,3,-0.0032745732240555916,0.9961489620713136,2024
2024-08-27,3,3,-0.008660542793240356,0.987521771356853,2024
2024-08-28,3,3,-0.005937428944437458,0.9816584310083367,2024
2024-08-29,3,3,-0.01501727299213973,0.966916598364849,2024
2024-08-30,3,3,0.004124997244097354,0.9709051266683759,2024
2024-09-02,3,3,-0.013171786442676026,0.9581165716838007,2024
2024-09-03,3,3,8.240997746059946e-05,0.9581955300488778,2024
2024-09-04,3,3,-0.001247740932206994,0.956999950264978,2024
2024-09-05,3,3,0.00546661661835975,0.9622315020968659,2024
2024-09-06,3,3,0.002556408978903265,0.9646913593486098,2024
2024-09-09,3,3,-0.01371856246064529,0.9514571806801411,2024
2024-09-10,3,3,0.011834846738005464,0.9627175305912652,2024
2024-09-11,3,3,-0.017737125339568654,0.9456416890845679,2024
2024-09-12,3,3,0.010227810188010592,0.9553135327863946,2024
2024-09-13,3,3,-0.009011426410826232,0.9467047951864237,2024
2024-09-18,3,3,0.0015718198265395333,0.9481928445533777,2024
2024-09-19,3,3,0.01723205259997725,0.9645321535256435,2024
2024-09-20,3,3,0.003996884804594407,0.9683872774336129,2024
2024-09-23,3,3,0.011245521400238193,0.979277297285711,2024
2024-09-24,3,3,0.04059772753116042,1.0190337301783674,2024
2024-09-25,3,3,0.024849752465769814,1.04435646612757,2024
2024-09-26,3,3,0.04621149373334332,1.0926177384174007,2024
2024-09-27,3,3,0.03496553044228209,1.1308216972118117,2024
2024-09-30,3,3,0.06746715662219582,1.2071150217693782,2024
2024-10-08,3,3,0.06570938749940007,1.2864338104911692,2024
2024-10-09,3,3,-0.0657656340043135,1.2018306753396326,2024
2024-10-10,3,3,0.014780784316439255,1.2195946753367084,2024
2024-10-11,3,3,-0.026331079661058705,1.1874814307862145,2024
2024-10-14,3,3,0.022959827599081883,1.214745799714177,2024
2024-10-15,3,3,-0.013100054478102882,1.1988325635608748,2024
2024-10-16,3,3,0.0073804963816376246,1.207680542958425,2024
2024-10-17,3,3,0.0036502788831919895,1.212088913742028,2024
2024-10-18,3,3,0.01102461639404432,1.225451729051508,2024
2024-10-21,3,3,-0.0038081939970917578,1.2207849711332082,2024
2024-10-22,3,3,-0.006177639799057573,1.2132434013094442,2024
2024-10-23,3,3,0.004019894757489428,1.2181205120979266,2024
2024-10-24,3,3,-0.010264592953889817,1.2056170008724576,2024
2024-10-25,3,3,0.001743840848012601,1.2077194050456375,2024
2024-10-28,3,3,-0.0015409129047207666,1.205858414629121,2024
2024-10-29,3,3,-0.0035346146175057416,1.2015961698501305,2024
2024-10-30,3,3,-0.011062480687812423,1.188303535426614,2024
2024-10-31,3,3,0.0013015718600045318,1.189850197869469,2024
2024-11-01,3,3,-0.0034251068874552684,1.1857748337617064,2024
2024-11-04,3,3,0.007521522989860048,1.1946936664346426,2024
2024-11-05,3,3,0.018268163781938407,1.216518526002315,2024
2024-11-06,3,3,0.00032304167036549075,1.2169115121789853,2024
2024-11-07,3,3,0.028849825253436972,1.2520191966542449,2024
2024-11-08,3,3,-0.016459041825200343,1.231412160330559,2024
2024-11-11,3,3,0.006488012653443047,1.2394015780083874,2024
2024-11-12,3,3,-0.0174298241644657,1.2177990264345397,2024
2024-11-13,3,3,0.03446643195352742,1.2597722137122178,2024
2024-11-14,3,3,-0.01075986166294507,1.2462172389658523,2024
2024-11-15,3,3,-0.0046066071398982444,1.240476405734968,2024
2024-11-18,3,3,-0.009581946146094497,1.2285902276197147,2024
2024-11-19,3,3,-0.007584096893834176,1.219272480290629,2024
2024-11-20,3,3,0.005675341739645567,1.2261922682900235,2024
2024-11-21,3,3,0.004964969054389701,1.2322802749568156,2024
2024-11-22,3,3,-0.025536272165584368,1.200812430471237,2024
2024-11-25,3,3,-0.009521392154486477,1.1893790244167384,2024
2024-11-26,3,3,-0.009892402670156711,1.1776132081797699,2024
2024-11-27,3,3,0.018469030709563256,1.1993625826856293,2024
2024-11-28,3,3,-0.005722424557749369,1.1924993207888233,2024
2024-11-29,3,3,0.02635806270257531,1.2239312926589534,2024
2024-12-02,3,3,0.0003727237147449121,1.2243874808769457,2024
2024-12-03,3,3,0.0006704716529254418,1.2252083979750705,2024
2024-12-04,3,3,0.0026892299619571958,1.2285032651085466,2024
2024-12-05,3,3,0.004968863233523783,1.2346075298148085,2024
2024-12-06,3,3,0.012317331554612862,1.249814600099359,2024
2024-12-09,3,3,0.004408816993074309,1.2553248039464695,2024
2024-12-10,3,3,0.020259783854028157,1.2807574131410253,2024
2024-12-11,3,3,-0.015786321143758997,1.260538965309931,2024
2024-12-12,3,3,0.004939887377812147,1.266765885833906,2024
2024-12-13,3,3,-0.02293988032216332,1.237706428016677,2024
2024-12-16,3,3,-0.0034963302248380845,1.233378997622926,2024
2024-12-17,3,3,-0.008891693009710155,1.2224121702114388,2024
2024-12-18,3,3,0.008439274609693959,1.232728442202085,2024
2024-12-19,3,3,0.004359601963576321,1.2381026475392656,2024
2024-12-20,3,3,0.003773203319169823,1.2427742605584335,2024
2024-12-23,3,3,0.0063048509792297995,1.250609767072077,2024
