code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u2_range_pct,u2_oc_ret,u2_high_close_gap,u2_close_low_gap,u2_gap_ret,u2_mom_3,u2_mom_10,u2_ret_std_5,u2_ret_std_10,u2_ret_std_20,u2_amt_z_5,u2_vol_z_5,u2_amt_z_20,u2_vol_z_20,u2_down_vs_up_vol_20,u1_score,rank
2230,54.11,55.83,54.1,55.6,855946.0,4735820622.79,0.0292484265087005,0.0580399619410085,-0.0101477657112337,0.0308209752757714,3795988275.551,1,2025-10-31,0.031115107913669,0.0275364997227869,0.0041366906474819,0.026978417266187,0.001666049611255,0.0375069975741741,0.0829762368523567,0.01119116924524,0.0130697528294367,0.0308209752757714,1.2703874481740962,1.2304054541138238,0.5165667142495148,0.5302164133242406,1.0943097999293736,0.031350235913502,1
1,11.38,11.4,11.3,11.32,970193.0,1099179193.25,-0.0052724077328647,-0.0207612456747404,0.0143369175627239,0.0069464375306306,1219564795.3615005,1,2025-10-31,0.008833922261484,-0.0052724077328647,0.0070671378091872,0.0017667844522967,0.0,-0.013077593722755,-0.0070175438596491,0.0022611337086374,0.0057399690728818,0.0069464375306306,-0.1709763536656931,-0.1179581803790278,-0.404732937228785,-0.3748761634867872,0.6907994615040551,-0.0063754216182474,2
600000,11.72,11.74,11.49,11.49,1435342.0,1657883721.0,-0.0128865979381443,-0.1147919876733436,-0.0756234915526951,0.0233900593497169,1536805787.3,1,2025-10-31,0.0217580504786771,-0.0196245733788396,0.0217580504786771,0.0,0.0068728522336769,-0.072639225181598,-0.1373873873873874,0.0206457918360235,0.0185721144704109,0.0233900593497168,-0.5804024177592815,-0.3008904572736019,0.2430495641076526,0.524532969828504,0.990905843106943,-0.0125806955330047,3
