code,open,high,low,close,volume,amount,ret_1,ret_5,ret_20,vol_20,amt_mean_20,label_u2,trade_date,u2_range_pct,u2_oc_ret,u2_high_close_gap,u2_close_low_gap,u2_gap_ret,u2_mom_3,u2_mom_10,u2_ret_std_5,u2_ret_std_10,u2_ret_std_20,u2_amt_z_5,u2_vol_z_5,u2_amt_z_20,u2_vol_z_20,u2_down_vs_up_vol_20,u1_score
2230,52.53,53.26,51.88,52.6,529937.0,2778513306.17,0.02434274586173313,-0.005671077504725841,0.019379844961240345,0.03423055076631369,4475285632.8055,1,2025-10-21,0.026235741444866834,0.0013325718636969404,0.0125475285171102,0.013688212927756632,0.022979552093476137,-0.020666542543288036,-0.025023169601482875,0.030118786252741968,0.04105354816086168,0.03423055076631366,0.1060351859094047,0.13282030806730985,-0.8332696515786571,-0.8351416204417075,0.9300214273935866,0.03138960386627391
1,11.4,11.47,11.39,11.43,761165.0,869658079.64,0.0008756567425569628,0.008826125330979595,0.0017528483786151128,0.008285526393425198,1187040930.7024999,0,2025-10-21,0.006999125109361336,0.002631578947368365,0.0034995625546807457,0.0034995625546805904,-0.001751313485113798,-0.009532062391681029,0.026954177897573928,0.008999490871382363,0.007821266025421538,0.008285526393425198,-1.3681332577598306,-1.371311267447927,-0.9192338671608955,-0.9207270246074276,1.0592566476718501,0.0013487913720139316
600000,12.99,13.3,12.92,12.99,1544032.0,2026895576.0,0.0,0.017227877838684513,-0.03276247207743854,0.02061740291995052,1280026219.95,1,2025-10-21,0.029253271747498134,0.0,0.02386451116243268,0.005388760585065456,0.0,-0.024774774774774744,0.07711442786069655,0.02037345959752337,0.023625728341128388,0.02061740291995047,1.5094085527758918,1.4963186229127967,1.634654122832604,1.4619410241838777,0.6150947729787212,-0.00018484987384006482
