date,ret,n_trades,cash_weight,n_signals,equity
2020-10-22,-0.008032394071125444,2,0.30000000000000004,2,0.7000451189713561
2020-10-23,0.00010251903925011,1,0.65,1,0.7001168869243848
2020-10-26,-0.01399361110569765,2,0.30000000000000004,2,0.6903197234802333
2020-10-27,-0.004122925093683585,2,0.30000000000000004,2,0.6874735869696319
2020-10-28,-0.00664901172242657,2,0.30000000000000004,2,0.6829025670310122
2020-10-29,-0.0014075067024128599,1,0.65,1,0.681941377090821
2020-10-30,-0.00563301755564282,2,0.30000000000000004,2,0.6780999893417492
2020-11-02,-0.00318956880342331,2,0.30000000000000004,2,0.675937142770143
2020-11-03,0.002393980848153265,1,0.65,1,0.6775553233444902
2020-11-05,-0.01351183063511827,1,0.65,1,0.6684003105695366
2020-11-06,-0.0013601036269429699,1,0.65,1,0.6674912168828813
2020-11-10,-0.0031508515815085398,1,0.65,1,0.6653880511265228
2020-11-11,-0.018053527848623716,2,0.30000000000000004,2,0.6533754494153686
2020-11-12,-0.009347334396705199,2,0.30000000000000004,2,0.6472681306030856
2020-11-13,-0.02219941348973603,2,0.30000000000000004,3,0.6328991577330992
2020-11-16,0.00104043789097409,2,0.30000000000000004,2,0.6335576499979704
2020-11-17,-0.011276749218562133,1,0.65,1,0.6264131792634416
2020-11-18,0.00026086956521738,1,0.65,1,0.6265765913971625
2020-11-19,8.689175769609999e-05,1,0.65,1,0.6266310357385203
2020-11-20,0.00026061057334325995,1,0.65,1,0.6267943424120188
2020-11-23,0.0015625000000000298,1,0.65,1,0.6277737085720376
2020-11-24,-0.017499999999999998,1,0.65,1,0.616787668672027
2020-11-25,-0.010619327111196614,2,0.30000000000000004,2,0.6102377986602463
2020-11-26,-0.00249999999999995,1,0.65,1,0.6087122041635957
2020-11-27,0.00158539834798828,1,0.65,1,0.609677255486477
2020-11-30,6.0046723286130005e-05,2,0.30000000000000004,3,0.609713864607931
2020-12-01,0.00725677830940986,1,0.65,1,0.6141384229555643
2020-12-02,-0.00899223580663289,2,0.30000000000000004,2,0.6086159454384342
2020-12-03,0.0022966537583696696,2,0.30000000000000004,2,0.6100137255369291
2020-12-04,-0.010819326225890595,2,0.30000000000000004,3,0.6034137880380742
2020-12-07,-0.010306548685975709,2,0.30000000000000004,3,0.5971946744538708
2020-12-08,-0.0034646373790589045,2,0.30000000000000004,3,0.595125611462183
2020-12-09,-0.007656826568265665,2,0.30000000000000004,3,0.590568837868884
2020-12-10,-0.005228916949197725,2,0.30000000000000004,3,0.5874808024628835
2020-12-11,-0.008106032216003926,2,0.30000000000000004,3,0.5827186641518355
2020-12-14,0.0016066633739555349,2,0.30000000000000004,2,0.5836548968868486
2020-12-15,-0.004740828737879639,2,0.30000000000000004,2,0.5808878889786833
2020-12-16,-0.0027027027027026946,1,0.65,1,0.5793179217111734
2020-12-17,-0.007212348420287149,2,0.30000000000000004,2,0.5751396790136757
2020-12-18,-0.01237267825044937,1,0.65,1,0.5680236608161727
2020-12-21,-0.00218670076726346,2,0.30000000000000004,2,0.5667815630412422
2020-12-22,-0.020178546758309483,2,0.30000000000000004,3,0.5553447347696667
2020-12-23,-0.0005000883636715045,2,0.30000000000000004,2,0.5550670133299822
2020-12-24,0.005781448538754769,2,0.30000000000000004,2,0.5582761047031098
2020-12-25,-0.012565953218660345,2,0.30000000000000004,3,0.5512608332883147
2020-12-28,-0.012491697272798342,2,0.30000000000000004,2,0.5443746498405265
2020-12-29,0.0003870531542869951,2,0.30000000000000004,2,0.5445853517658611
2020-12-30,0.005720276051073394,2,0.30000000000000004,2,0.5477005303113328
2021-01-04,-0.015163934426229469,1,0.65,1,0.5393952353844806
2021-01-05,-0.009210526315789435,1,0.65,1,0.5344271213743604
2021-01-08,-0.0009920634920634898,1,0.65,1,0.5338969357380764
2021-01-11,-0.007612041901230234,2,0.30000000000000004,2,0.5298328898922997
2021-01-13,-0.00560298826040548,1,0.65,1,0.5268642424302564
2021-01-14,-0.023433015373831315,2,0.30000000000000004,2,0.5145182245374662
2021-01-15,-0.0040522133938705645,1,0.65,1,0.5124332868966051
2021-01-18,-0.0013665594855305748,1,0.65,1,0.5117330163276949
2021-01-20,0.002809110629067225,1,0.65,1,0.5131705309831056
2021-01-22,-0.011350836965285998,2,0.30000000000000004,2,0.5073456159505271
2021-01-25,0.00502263288969659,2,0.30000000000000004,2,0.5098938267276435
2021-01-26,-0.014367916660590603,2,0.30000000000000004,3,0.5025677147194711
2021-01-27,0.006847088401329434,2,0.30000000000000004,2,0.5060088402898094
2021-01-28,-0.020645057766367124,2,0.30000000000000004,3,0.49556225855173386
2021-01-29,0.0,1,0.65,1,0.49556225855173386
2021-02-01,0.008645720476706354,1,0.65,1,0.4998467513179774
2021-02-02,-0.006768344258828494,2,0.30000000000000004,2,0.4964636164284003
2021-02-03,-0.017499999999999998,1,0.65,1,0.48777550314090334
2021-02-04,0.007110248801643469,1,0.65,1,0.49124370832758196
2021-02-05,-0.012684563758389285,1,0.65,1,0.48501249618839315
2021-02-08,0.00270510563127896,2,0.30000000000000004,2,0.48632450622307305
2021-02-09,-0.00341614906832297,1,0.65,1,0.4846631492142365
2021-02-10,-0.011917562724014326,1,0.65,1,0.4788871457334575
2021-02-18,0.007792207792207755,1,0.65,1,0.4826187338820298
2021-02-19,-0.007146098003629724,1,0.65,1,0.47916989311132113
2021-02-22,-0.027577519379844942,2,0.30000000000000004,2,0.4659555760978054
2021-02-23,-0.0078280318091451,1,0.65,1,0.4623080610264632
2021-02-24,-0.013407473309608628,2,0.30000000000000004,3,0.45610967803743396
2021-02-25,-0.014924101836985703,2,0.30000000000000004,2,0.44930265075356857
2021-02-26,-0.01987266534202029,2,0.30000000000000004,3,0.4403738095378603
2021-03-01,0.009294403227408215,2,0.30000000000000004,3,0.44446682129449505
2021-03-02,0.006378739354536219,2,0.30000000000000004,3,0.44730195929927186
2021-03-03,-0.001354930725346345,1,0.65,1,0.44669589613110966
2021-03-04,-0.015764339419449075,2,0.30000000000000004,3,0.43965403040722384
2021-03-05,-0.008780974122610655,2,0.30000000000000004,2,0.4357934397433165
2021-03-08,-0.02502638256497813,2,0.30000000000000004,3,0.42488710640099253
2021-03-09,-0.00887129831909517,2,0.30000000000000004,2,0.4211178061281722
2021-03-10,-0.009613105278033529,2,0.30000000000000004,3,0.4170695563234076
2021-03-11,0.02067754035721006,2,0.30000000000000004,2,0.42569352890604856
2021-03-12,0.018506317117315648,2,0.30000000000000004,2,0.4335715483467731
2021-03-15,-0.015314776274713823,2,0.30000000000000004,2,0.426931497084761
2021-03-16,-0.008090483892869314,2,0.30000000000000004,2,0.4234774146842382
2021-03-17,-0.005157842754013703,2,0.30000000000000004,3,0.4212931847694207
2021-03-18,0.013140762150714518,2,0.30000000000000004,2,0.42682929830619265
2021-03-19,-0.027830396475770874,2,0.30000000000000004,3,0.41495046970685623
2021-03-22,0.022527221256057765,2,0.30000000000000004,3,0.4242981507482476
2021-03-23,-0.014256214162814362,2,0.30000000000000004,3,0.41824926544229446
2021-03-24,-0.0203372630147772,2,0.30000000000000004,3,0.40974322012525716
2021-03-25,0.004372537270069499,2,0.30000000000000004,3,0.4115348376264132
2021-03-26,0.006979607052859105,2,0.30000000000000004,2,0.41440718908160773
2021-03-29,0.005594730436350545,2,0.30000000000000004,3,0.4167256855954051
2021-03-30,0.011815914189468583,2,0.30000000000000004,2,0.42164968053694785
2021-03-31,0.003934565831042245,2,0.30000000000000004,2,0.42330868896265844
2021-04-01,-0.00407594936708862,1,0.65,1,0.42158330417979795
2021-04-02,-0.0049475447420031845,2,0.30000000000000004,3,0.41949750191988683
2021-04-06,0.005462384098558275,2,0.30000000000000004,2,0.42178895840375896
2021-04-07,-0.00724399594878092,2,0.30000000000000004,3,0.4187335208978416
2021-04-08,-0.00905187854508973,2,0.30000000000000004,3,0.41494319592391654
2021-04-09,-0.008414335656520045,2,0.30000000000000004,3,0.41145172459502355
2021-04-12,-0.020872446427884307,2,0.30000000000000004,2,0.4028637205157533
2021-04-13,0.004815880977335785,2,0.30000000000000004,2,0.40480386424384385
2021-04-14,-0.008824865439336239,2,0.30000000000000004,2,0.4012315246125686
2021-04-15,-0.017455769710760814,2,0.30000000000000004,3,0.39422771951823415
2021-04-16,0.00061203340976645,2,0.30000000000000004,3,0.39446900005363533
2021-04-19,0.001627906976744195,1,0.65,1,0.39511115889093196
2021-04-20,-0.003240740740740755,1,0.65,1,0.3938307060611928
2021-04-22,-0.0060763888888888855,1,0.65,1,0.39143763753477934
2021-04-23,0.0,1,0.65,1,0.39143763753477934
2021-04-26,-0.006131098617837095,2,0.30000000000000004,2,0.38903769477632044
2021-04-27,-0.001255980861243955,1,0.65,1,0.3885490708773789
2021-04-28,-0.00111679742987239,2,0.30000000000000004,2,0.38811514027364374
2021-04-30,-0.022422644163150453,2,0.30000000000000004,3,0.3794125725889566
2021-05-06,-0.004582293249436245,2,0.30000000000000004,2,0.37767399291883097
2021-05-07,-0.012071276891323333,2,0.30000000000000004,2,0.37311498557565603
2021-05-10,-0.00193363161934474,2,0.30000000000000004,3,0.37239351864189557
2021-05-11,-0.0009776841448189896,2,0.30000000000000004,2,0.37202943540308603
2021-05-12,0.0003291020216267,1,0.65,1,0.37215187104238184
2021-05-13,-0.0091746472338563,2,0.30000000000000004,2,0.3687375089081484
2021-05-14,0.007232099951946169,1,0.65,1,0.3714042554286038
2021-05-19,-0.012284143379507229,2,0.30000000000000004,2,0.3668418723031597
2021-05-21,-0.00995749211960048,2,0.30000000000000004,3,0.36318904725056145
2021-05-24,0.0,1,0.65,1,0.36318904725056145
2021-06-01,-0.01006452608829885,2,0.30000000000000004,3,0.35953372160952374
2021-06-02,-0.004992420197551571,2,0.30000000000000004,2,0.3577387781960595
2021-06-03,-0.01083246917409853,2,0.30000000000000004,2,0.353863583908871
2021-06-04,0.00084177976292732,1,0.65,1,0.35416145911264246
2021-06-07,0.0011186296346317047,2,0.30000000000000004,2,0.3545576346162503
2021-06-08,-0.004141311697092569,1,0.65,1,0.35308930093672053
2021-06-09,0.001736229900786815,1,0.65,1,0.3537023451386548
2021-06-10,-0.006978289765174979,1,0.65,1,0.3512341076836553
2021-06-11,-0.0306329113924051,2,0.30000000000000004,2,0.34047478438499146
2021-06-15,0.008834228066335664,2,0.30000000000000004,3,0.3434826162810849
2021-06-16,-0.005077393314785085,2,0.30000000000000004,2,0.34173861994143445
2021-06-17,-0.002644003777148265,1,0.65,1,0.3408350617395119
2021-06-18,-0.007492863939105614,1,0.65,1,0.33828123099622104
2021-06-21,-0.008337384540593079,1,0.65,1,0.33546085029054035
2021-06-23,-0.003578150889368545,2,0.30000000000000004,2,0.33426052075072493
2021-06-24,-0.010681800865755075,2,0.30000000000000004,2,0.3306900164307821
2021-06-25,-5.564387917326e-05,1,0.65,1,0.33067161555546404
2021-06-28,-0.005588130068373336,2,0.30000000000000004,2,0.32882377955782094
2021-06-29,-0.010411311639777508,2,0.30000000000000004,2,0.32540029271427495
2021-06-30,0.004837117472852875,1,0.65,1,0.3269742921558346
2021-07-01,-0.011357546888955048,1,0.65,1,0.3232606663011918
2021-07-02,-0.030584615384615352,2,0.30000000000000004,2,0.3133738631533954
2021-07-05,0.00443487075519509,1,0.65,1,0.31476363573453686
2021-07-06,-0.00740197591849338,1,0.65,1,0.3124337628828124
2021-07-07,-0.0014050535316897095,2,0.30000000000000004,2,0.3119947767208548
2021-07-08,-0.011909646100845639,2,0.30000000000000004,2,0.30827902934479706
2021-07-09,-0.02182321152856404,2,0.30000000000000004,2,0.30155139087758515
2021-07-12,0.0010347303496527202,2,0.30000000000000004,2,0.3018634152537062
2021-07-13,-0.00147322929858825,2,0.30000000000000004,2,0.30141870122618253
2021-07-14,-0.013458037938302265,2,0.30000000000000004,3,0.2973621969097668
2021-07-15,0.019776281061699992,2,0.30000000000000004,2,0.30324291529297887
2021-07-16,-0.0074894612921120995,2,0.30000000000000004,2,0.30097178921678486
2021-07-19,0.0017518292724859152,2,0.30000000000000004,2,0.3014990404073273
2021-07-20,-0.022386139568359907,2,0.30000000000000004,2,0.29474964080904226
2021-07-21,0.008881203113218484,2,0.30000000000000004,2,0.2973673722366155
2021-07-22,-0.0013336962438759048,1,0.65,1,0.2969707744892123
2021-07-23,-0.019242793541839033,2,0.30000000000000004,2,0.29125622718775634
2021-07-26,-0.015811897106109335,2,0.30000000000000004,3,0.28665091369194995
2021-07-27,-0.034999999999999996,2,0.30000000000000004,3,0.2766181317127317
2021-07-28,-0.000709156666831865,2,0.30000000000000004,3,0.27642196612046105
2021-07-29,0.014118715229093963,2,0.30000000000000004,3,0.2803246891431821
2021-07-30,-0.01122250117546852,2,0.30000000000000004,3,0.27717874498975986
2021-08-02,0.01619550644907762,2,0.30000000000000004,2,0.28166779514178875
2021-08-03,-0.0067990139019011644,2,0.30000000000000004,2,0.27975273188690186
2021-08-04,-0.0005843891893468651,2,0.30000000000000004,3,0.2795892474146969
2021-08-05,-0.015664989758433015,2,0.30000000000000004,2,0.27520948471737766
2021-08-06,0.0013994995886105503,2,0.30000000000000004,2,0.2755946402780214
2021-08-09,0.024699008451006955,2,0.30000000000000004,2,0.2824015546273005
2021-08-10,0.01785193557425243,2,0.30000000000000004,2,0.2874429689865758
2021-08-11,-0.0038228004031876047,2,0.30000000000000004,2,0.28634413188884045
2021-08-12,-0.002247591865857975,1,0.65,1,0.2857005471471709
2021-08-13,-0.012378815080789954,2,0.30000000000000004,2,0.2821639129055556
2021-08-16,-0.005074376812630054,2,0.30000000000000004,2,0.28073210688854666
2021-08-17,-0.016427769504535512,2,0.30000000000000004,2,0.276120304544059
2021-08-18,0.01945051650309918,2,0.30000000000000004,2,0.281490987084434
2021-08-19,0.00018288160733555964,2,0.30000000000000004,2,0.28154246660860244
2021-08-20,-0.022211538461538474,2,0.30000000000000004,2,0.2752889752829691
2021-08-23,0.008630486250227625,2,0.30000000000000004,2,0.27766485299898797
2021-08-24,-0.0029471544715446753,2,0.30000000000000004,2,0.2768465317858812
2021-08-25,-0.00405092592592597,1,0.65,1,0.2757250469927671
2021-08-26,-0.014014571262677964,2,0.30000000000000004,2,0.27186087867278175
2021-08-27,-0.007424580250667194,2,0.30000000000000004,2,0.2698424257620588
2021-08-30,-0.019671574802437846,2,0.30000000000000004,3,0.2645342002988092
2021-08-31,0.005464464844697774,2,0.30000000000000004,2,0.2659797381365623
2021-09-01,-0.00205684413754757,2,0.30000000000000004,2,0.26543265927146964
2021-09-02,-0.00046311730712887515,2,0.30000000000000004,2,0.2653097328130838
2021-09-03,-0.011386247852615263,2,0.30000000000000004,2,0.2622888504375629
2021-09-06,0.008991228070175468,1,0.65,1,0.26464714931211114
2021-09-07,0.016822745214053487,2,0.30000000000000004,2,0.26909924087661435
2021-09-08,0.0016299204708867848,2,0.30000000000000004,2,0.2695378512380192
2021-09-09,-0.008680364037506733,2,0.30000000000000004,2,0.2671981645673859
2021-09-10,0.027999999999999997,1,0.65,1,0.2746797131752727
2021-09-13,-0.00884504933962643,2,0.30000000000000004,2,0.272250157559643
2021-09-14,-0.024160730718107724,2,0.30000000000000004,3,0.26567239481488203
2021-09-15,0.0019999120742094202,2,0.30000000000000004,2,0.2662037162450564
2021-09-16,-0.014097601962031069,2,0.30000000000000004,3,0.26245088221262014
2021-09-17,-0.01178044847181685,2,0.30000000000000004,2,0.2593590931183315
2021-09-22,-0.015362258378528634,2,0.30000000000000004,3,0.25537475171702684
2021-09-23,-0.006603773584905629,2,0.30000000000000004,2,0.2536883146773861
2021-09-24,-0.007866197540900299,2,0.30000000000000004,2,0.25169275228031573
2021-09-27,0.00504256712508185,1,0.65,1,0.2529619298785858
2021-09-28,0.009038089089735335,1,0.65,1,0.2552482223371398
2021-09-29,0.003964757709251045,1,0.65,1,0.2562602196944236
2021-09-30,-0.0080934238179662,2,0.30000000000000004,2,0.2541861971287515
2021-10-08,0.0156782334384858,1,0.65,1,0.258171387664177
2021-10-11,0.01606280193236719,1,0.65,1,0.2623183435288311
2021-10-12,-0.00101039260969976,1,0.65,1,0.2620532990131409
2021-10-13,0.004661262304574365,1,0.65,1,0.2632747981776202
2021-10-14,-0.007400000000000019,1,0.65,1,0.26132656467110577
2021-10-15,0.009194395796847624,1,0.65,1,0.2637293045389224
2021-10-18,-0.007366325369738264,1,0.65,1,0.26178658867215393
2021-10-19,0.0056943637420104045,1,0.65,1,0.2632772967308332
2021-10-20,-0.011486586084905609,2,0.30000000000000004,2,0.26025313939773326
2021-10-21,0.00856851128497994,2,0.30000000000000004,2,0.2624831213596142
2021-10-22,0.000781249999999945,1,0.65,1,0.2626881862981764
2021-10-25,0.0015590200445433947,1,0.65,1,0.26309772244608004
2021-10-27,-0.010776942355889675,1,0.65,1,0.26026233345731276
2021-11-01,-0.012504220976565185,2,0.30000000000000004,2,0.257007955727886
2021-11-02,-0.026177685950413164,2,0.30000000000000004,3,0.2502800821760837
2021-11-03,-0.0037552198477032745,2,0.30000000000000004,2,0.24934022544401127
2021-11-04,-0.004501070796734855,2,0.30000000000000004,2,0.24821792743681392
2021-11-05,-0.004105255593135025,2,0.30000000000000004,2,0.24719892940188756
2021-11-08,-0.00692878413805389,2,0.30000000000000004,2,0.24548614138090386
2021-11-09,0.00250977835723594,1,0.65,1,0.246102257185543
2021-11-10,-0.00591108551368545,2,0.30000000000000004,2,0.24464752569820822
2021-11-11,0.021703655352480394,1,0.65,1,0.2499572712787992
2021-11-12,-0.0017209588199138999,1,0.65,1,0.24952710510819034
2021-11-15,0.0034589252625076795,1,0.65,1,0.2503902007157295
2021-11-16,-0.008704196392311384,2,0.30000000000000004,2,0.24821075523398953
2021-11-17,-0.0023853779429987496,1,0.65,1,0.24761867877323931
2021-11-18,-0.011149643792020719,2,0.30000000000000004,3,0.24485781870866688
2021-11-19,0.007792620865139949,1,0.65,1,0.2467659028557287
2021-11-22,-0.003087327434823135,2,0.30000000000000004,2,0.2460040557138633
2021-11-23,-0.00523690773067329,1,0.65,1,0.24471575517271837
2021-11-24,-0.013900102934064549,2,0.30000000000000004,2,0.24131418098623025
2021-11-25,-0.007147874996664745,2,0.30000000000000004,2,0.23958929738561816
2021-11-26,-0.003531064453907865,2,0.30000000000000004,3,0.23874329213408305
2021-11-29,-0.007654117562988679,2,0.30000000000000004,2,0.2369159229087138
2021-11-30,0.000845022681867455,2,0.30000000000000004,2,0.23711612223726722
2021-12-01,0.0045572916666666895,1,0.65,1,0.23819672956517146
2021-12-02,-0.0076302548714174655,2,0.30000000000000004,2,0.2363792278090511
2021-12-03,0.00380661669890397,2,0.30000000000000004,2,0.23727903292490304
2021-12-06,0.004717826233012025,2,0.30000000000000004,2,0.2383984741709799
2021-12-07,0.005391434059860693,2,0.30000000000000004,2,0.23968378382444414
2021-12-09,0.003157894736842055,1,0.65,1,0.24044067998388974
2021-12-10,-0.008564502215742058,2,0.30000000000000004,2,0.2383814252474132
2021-12-13,-0.00236196319018401,1,0.65,1,0.2378183770957552
2021-12-14,-0.018810912830169564,2,0.30000000000000004,2,0.23334479633479457
2021-12-15,-0.0006774193548386599,1,0.65,1,0.23318672405340649
2021-12-16,0.0005987981215296151,2,0.30000000000000004,2,0.23332635582573533
2021-12-17,-0.014042299126870769,2,0.30000000000000004,2,0.23004991734304767
2021-12-20,-0.0036993129136511796,2,0.30000000000000004,2,0.22919889071303615
2021-12-21,-0.001069888184551935,2,0.30000000000000004,2,0.22895367352794987
2021-12-22,-0.00478778091910405,2,0.30000000000000004,2,0.22785749349847398
2021-12-23,-0.004828916811797294,2,0.30000000000000004,2,0.2267571886174252
2021-12-24,0.0013650321740686399,2,0.30000000000000004,2,0.22706671947558932
2021-12-27,-0.002068286277084685,1,0.65,1,0.22659708049571534
2021-12-28,-0.001155878467635395,1,0.65,1,0.22633516180954127
2021-12-29,-0.014123397331192764,2,0.30000000000000004,2,0.22313854038928532
2021-12-30,0.0016700749829583748,1,0.65,1,0.22351119848332332
2021-12-31,-0.008073270013568515,1,0.65,1,0.22170673222691115
2022-01-04,0.004374999999999965,1,0.65,1,0.2226766991804039
2022-01-05,0.011762688614540464,1,0.65,1,0.2252959758545767
2022-01-06,-0.011211482529164155,2,0.30000000000000004,2,0.22277007395739212
2022-01-07,-0.007804898779817265,2,0.30000000000000004,2,0.22103137607898227
2022-01-10,0.0022538096526227794,2,0.30000000000000004,2,0.22152953872792158
2022-01-11,-0.001743279607882224,2,0.30000000000000004,2,0.22114335080051364
2022-01-12,-0.011877681487381709,2,0.30000000000000004,2,0.21851668051665282
2022-01-13,-0.01220344042398306,2,0.30000000000000004,2,0.2158500252243213
2022-01-14,-0.017441903913312164,2,0.30000000000000004,3,0.2120851898246727
2022-01-17,0.0051413828689371045,2,0.30000000000000004,2,0.21317560098639254
2022-01-18,0.014801928032634607,2,0.30000000000000004,2,0.21633101089050674
2022-01-19,-0.00337434142632125,2,0.30000000000000004,2,0.21560103619866097
2022-01-20,0.020145631067961137,1,0.65,1,0.2199444551317893
2022-01-21,-0.0047768032616581895,2,0.30000000000000004,2,0.21889382374113214
2022-01-24,-0.00026367817587576517,2,0.30000000000000004,2,0.2188361062169776
2022-01-25,-0.02156339031339031,2,0.30000000000000004,3,0.21411725784395838
2022-01-26,-0.0033697712754996497,2,0.30000000000000004,2,0.21339573165888706
2022-01-27,-0.022580489106961976,2,0.30000000000000004,3,0.20857715166469137
2022-01-28,-0.02191576512621566,2,0.30000000000000004,3,0.20400602379811295
2022-02-07,0.020684778012684975,2,0.30000000000000004,2,0.2082258431136274
2022-02-08,0.01659637055006028,2,0.30000000000000004,2,0.2116816363640399
2022-02-09,0.009831361262125514,2,0.30000000000000004,2,0.21376275500369263
2022-02-10,0.0070627226170643445,2,0.30000000000000004,2,0.2152725020481432
2022-02-14,-0.01884794632797293,2,0.30000000000000004,2,0.21121505748365135
2022-02-15,-0.009692359702501666,2,0.30000000000000004,2,0.20916788517193524
2022-02-16,0.00320422535211268,1,0.65,1,0.20983810621245097
2022-02-17,-0.0012284079242147648,2,0.30000000000000004,2,0.2095803394199774
2022-02-18,0.00854253835425382,1,0.65,1,0.2113706875077701
2022-02-21,-0.00619469026548673,1,0.65,1,0.2100613115674565
2022-02-22,-0.006791406791406754,1,0.65,1,0.20863469974946547
2022-02-23,-0.0029556914281176796,2,0.30000000000000004,2,0.20801803995580806
2022-02-24,-0.011888931598777904,2,0.30000000000000004,3,0.2055449277074616
2022-02-25,-0.0007545056944021449,2,0.30000000000000004,3,0.20538984288905085
2022-02-28,-0.005807450578974975,2,0.30000000000000004,3,0.20419705152704923
2022-03-01,0.006877849452831105,2,0.30000000000000004,2,0.2056014881061643
2022-03-02,-0.007072229491362594,2,0.30000000000000004,2,0.20414742719851187
2022-03-03,0.000772058823529385,1,0.65,1,0.2043050410209813
2022-03-04,-0.009757887013939854,1,0.65,1,0.2023114555143202
2022-03-07,-0.033613207547169774,2,0.30000000000000004,3,0.19551111857094736
2022-03-08,-0.022114195099801698,2,0.30000000000000004,3,0.19118754755068895
