year,n_days,total_return,ann_return,ann_vol,sharpe,max_drawdown,win_ratio
2020,112,-0.4522994696886672,-0.7419391560546376,0.1324781740240964,-5.600463333074674,-0.45325105767543294,0.33035714285714285
2021,223,-0.595204459449975,-0.6401191395222254,0.1699209084789505,-3.7671593522672477,-0.5889716525417976,0.32286995515695066
2022,229,-0.6143853927428253,-0.6495806291942929,0.16288921143657648,-3.9878677259556725,-0.6269623794984083,0.3056768558951965
2023,232,-0.46845840925394244,-0.49664235386836664,0.16477136726993194,-3.014130198086884,-0.47919933799831216,0.35344827586206895
2024,229,-0.41581943766232166,-0.446522630539697,0.1473282044856073,-3.0308020931818147,-0.4052645811450465,0.40611353711790393
2025,177,-0.35071858996235306,-0.459301191204573,0.12196997793936125,-3.7656905327384727,-0.369667039758109,0.3615819209039548
