job_id,tag,as_of,code,recorded_at,current_pos,target_weight,action,rank,u1_score,close,amount,rec_buy_time,rec_sell_time
ultrashort_main,u1_v1_base_rf,20251031,2230,2025-12-05 12:08:22,,0.03,BUY,1.0,0.0313996643002709,55.6,4735820622.79,2025-11-03 09:31:00,2025-11-03 14:55:00
ultrashort_main,u1_v1_base_rf,20251031,1,2025-12-05 12:08:22,,0.03,BUY,2.0,-0.0063540995987521,11.32,1099179193.25,2025-11-03 09:31:00,2025-11-03 14:55:00
ultrashort_main,u1_v1_base_rf,20251031,600000,2025-12-05 12:08:22,,0.03,BUY,3.0,-0.0126343480026108,11.49,1657883721.0,2025-11-03 09:31:00,2025-11-03 14:55:00
ultrashort_main,u1_v1_base_rf,20251031,2230,2025-12-05 12:08:38,,0.03,BUY,1.0,0.0313996643002709,55.6,4735820622.79,2025-11-03 09:31:00,2025-11-03 14:55:00
ultrashort_main,u1_v1_base_rf,20251031,1,2025-12-05 12:08:38,,0.03,BUY,2.0,-0.0063540995987521,11.32,1099179193.25,2025-11-03 09:31:00,2025-11-03 14:55:00
ultrashort_main,u1_v1_base_rf,20251031,600000,2025-12-05 12:08:38,,0.03,BUY,3.0,-0.0126343480026108,11.49,1657883721.0,2025-11-03 09:31:00,2025-11-03 14:55:00
